title,author,avg_rating,genre,published_year,price,currency,cover_url,link
The Left Hand of Darkness,Ursula K. Le Guin,4.113022312373225,Fiction,2000-07-01,7.89,EUR,http://books.google.com/books/content?id=zhERCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
"The Iron King (The Iron Fey, #1)",Julie Kagawa,4.113022312373225,Fiction,2013-08-27,,,http://books.google.com/books/content?id=8aOJAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6644117-the-iron-king
Of Human Bondage,W. Somerset Maugham,4.113022312373225,Fiction,1992-03-01,8.88,EUR,http://books.google.com/books/content?id=7qZcCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31548.Of_Human_Bondage
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.113022312373225,Fiction,2008-01-22,5.46,EUR,http://books.google.com/books/content?id=ar4j52mEdLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36336078-call-me-by-your-name
Snow Crash,Neal Stephenson,4.113022312373225,Computer programmers,1992,,,http://books.google.com/books/content?id=SXyqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40651883-snow-crash
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.113022312373225,Comics & Graphic Novels,2022-02-09,4.99,EUR,http://books.google.com/books/content?id=M91VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40495957-heartstopper
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.113022312373225,Literary Criticism,1998-01-01,,,http://books.google.com/books/content?id=NkVjJ7pQZboC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8709527-bloodlines
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.113022312373225,Fiction,2010-11-17,6.91,EUR,http://books.google.com/books/content?id=hFT7yV3zAeUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11901.The_Witching_Hour
Vanity Fair,William Makepeace Thackeray,4.113022312373225,,1850,,,,https://www.goodreads.com/book/show/5797.Vanity_Fair
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.113022312373225,Fiction,1994-08-15,,,http://books.google.com/books/content?id=w7jZ-nfXRe0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule
The Love Hypothesis,Ali Hazelwood,4.113022312373225,Fiction,2021-09-14,6.3,EUR,http://books.google.com/books/content?id=J4QUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/56732449-the-love-hypothesis
Much Ado About Nothing,William Shakespeare,4.113022312373225,,1868,,,http://books.google.com/books/content?id=3n-zPjGMZvUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing
Far From the Madding Crowd,Thomas Hardy,4.113022312373225,Fiction,1993,,,http://books.google.com/books/content?id=FQn6uIxMaXEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd
Johnny Got His Gun,Dalton Trumbo,4.113022312373225,Motion picture plays,1971,,,,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun
A Monster Calls,Patrick Ness,4.113022312373225,Juvenile Fiction,2015,,,http://books.google.com/books/content?id=bxH8rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/25480342-a-monster-calls
Daisy Jones & The Six,Taylor Jenkins Reid,4.113022312373225,Music,2022-03-31,,,,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six
Verity,Colleen Hoover,4.113022312373225,Fiction,2022-10-01,1.99,EUR,http://books.google.com/books/content?id=ZhqMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59344312-verity
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.113022312373225,Fiction,2010-08-05,4.49,EUR,http://books.google.com/books/content?id=TOMDq0vqXIQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77566.Hyperion
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.113022312373225,Juvenile Fiction,1953,,,http://books.google.com/books/content?id=7ue6Z6UMS_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
A Man Called Ove,Fredrik Backman,4.113022312373225,Fiction,2022-11-29,,,http://books.google.com/books/content?id=b2CZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18774964-a-man-called-ove
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.113022312373225,History,2002,,,http://books.google.com/books/content?id=fc4PAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4799.Cannery_Row
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,4.113022312373225,Fiction,2005-06-28,7.9,EUR,http://books.google.com/books/content?id=8OJ7ZTNXXe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter
"Caraval (Caraval, #1)",Stephanie Garber,4.113022312373225,Young Adult Fiction,2017-01-31,9.27,EUR,http://books.google.com/books/content?id=2ywKDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27883214-caraval
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.113022312373225,Juvenile Fiction,2023-04-20,4.99,EUR,http://books.google.com/books/content?id=ghGcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.113022312373225,Juvenile Fiction,2010-05-04,8.99,EUR,http://books.google.com/books/content?id=4zjrLRwM3mAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7090447-the-red-pyramid
"Bared to You (Crossfire, #1)",Sylvia Day,4.113022312373225,,2012-12-29,,,,https://www.goodreads.com/book/show/20448515-bared-to-you
What Lies in the Woods,Kate Alice Marshall,4.113022312373225,Fiction,2023-01-17,12.1,EUR,http://books.google.com/books/content?id=RJRpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,4.113022312373225,Young Adult Fiction,2023-11-07,,,http://books.google.com/books/content?id=f_wC0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.113022312373225,Juvenile Fiction,2014-02-06,8.99,EUR,http://books.google.com/books/content?id=2QlKAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206828-cress
"Cry, the Beloved Country",Alan Paton,4.113022312373225,Fiction,2015-06-25,,,http://books.google.com/books/content?id=YrXMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
Are You My Mother?,P.D. Eastman,4.113022312373225,Juvenile Fiction,2010-11-03,6.91,EUR,http://books.google.com/books/content?id=Et9gd7otqj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
"Torment (Fallen, #2)",Lauren Kate,4.113022312373225,Young Adult Fiction,2013-12-10,,,http://books.google.com/books/content?id=IYApAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7740152-torment
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.113022312373225,Young Adult Fiction,2023-11-07,,,http://books.google.com/books/content?id=QkTAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/75513900-powerless
The Polar Express,Chris Van Allsburg,4.113022312373225,,2016-04-07,,,,https://www.goodreads.com/book/show/420282.The_Polar_Express
I'll Give You the Sun,Jandy Nelson,4.113022312373225,Young Adult Fiction,2014-09-16,4.92,EUR,http://books.google.com/books/content?id=FkY98GejQSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
Cutting for Stone,Abraham   Verghese,4.113022312373225,Fiction,2012-05-17,,,http://books.google.com/books/content?id=j-k_WkHneT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3591262-cutting-for-stone
Sarah's Key,Tatiana de Rosnay,4.113022312373225,Fiction,2008-02-07,4.49,EUR,http://books.google.com/books/content?id=iY5HffoBZcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/556602.Sarah_s_Key
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.113022312373225,Fiction,2010-10-11,,,http://books.google.com/books/content?id=WDIyAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4268157-perfect-chemistry
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.113022312373225,Biography & Autobiography,1998-11-12,8.89,EUR,http://books.google.com/books/content?id=gt7EQgH8-b4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1898.Into_Thin_Air
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,4.113022312373225,Fiction,2023-07-04T00:00:00+02:00,9.99,EUR,http://books.google.com/books/content?id=sxnIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/55710822-better-than-the-movies
Last Exit to Brooklyn,Hubert Selby Jr.,4.113022312373225,Fiction,2011-08-25,,,http://books.google.com/books/content?id=SB7q4AkMRdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.113022312373225,Juvenile Fiction,2020-04-21,,,http://books.google.com/books/content?id=1-_eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.113022312373225,Fiction,2013-04-11,0.99,EUR,http://books.google.com/books/content?id=mynyTFFmc_0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15863832-angelfall
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.113022312373225,History,2014-09-04,10.99,EUR,http://books.google.com/books/content?id=1EiJAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23692271-sapiens
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,4.113022312373225,Juvenile Fiction,2010-05-01,,,http://books.google.com/books/content?id=HcEjwi1cZO0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.113022312373225,Juvenile Fiction,2013-02-07,8.99,EUR,http://books.google.com/books/content?id=yYn4vxHd3nEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206760-scarlet
Normal People,Sally Rooney,4.113022312373225,Fiction,2020,3.06,EUR,http://books.google.com/books/content?id=NBIVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41057294-normal-people
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.113022312373225,Young Adult Fiction,2020-05-26,64.28,EUR,http://books.google.com/books/content?id=QBnjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.113022312373225,Juvenile Fiction,2018-01-11,6.49,EUR,http://books.google.com/books/content?id=AopDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10576365-the-darkest-minds
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,4.113022312373225,Fiction,2002,,,http://books.google.com/books/content?id=YznVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
"Sabriel (Abhorsen, #1)",Garth Nix,4.113022312373225,Juvenile Fiction,2014-06-05,,,http://books.google.com/books/content?id=HhYSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/518848.Sabriel
No Country for Old Men,Cormac McCarthy,4.113022312373225,Fiction,2010-12-03,12.99,EUR,http://books.google.com/books/content?id=3Ksa5vqnc8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men
The Art of War,Sun Tzu,4.113022312373225,History,1994-02-11,9.99,EUR,http://books.google.com/books/content?id=3dY4DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10534.The_Art_of_War
"Chocolat (Chocolat, #1)",Joanne Harris,4.113022312373225,,2006,,,http://books.google.com/books/content?id=-wIcGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/47401.Chocolat
American Tabloid (Underworld USA #1),James Ellroy,4.113022312373225,,2019-05-02,,,http://books.google.com/books/content?id=5PAbvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/36064.American_Tabloid
The Summoning (Darkest Powers #1),Kelley Armstrong,4.113022312373225,Young Adult Fiction,2014-10-28,16.76,EUR,http://books.google.com/books/content?id=TAajAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2800905-the-summoning
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.113022312373225,Fiction,2015-11-18,9.88,EUR,http://books.google.com/books/content?id=TCPOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12749.Swann_s_Way
The Westing Game,Ellen Raskin,4.113022312373225,Juvenile Fiction,2020-10-13,8.44,EUR,http://books.google.com/books/content?id=CEy5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/902.The_Westing_Game
The Last Lecture,Randy Pausch,4.113022312373225,Biography & Autobiography,2008-04-08,,,http://books.google.com/books/content?id=S8jaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40611510-the-last-lecture
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.113022312373225,Fiction,2025-10-14,,,http://books.google.com/books/content?id=5P9QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15839976-red-rising
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.113022312373225,Juvenile Fiction,2011-10-04,6.44,EUR,http://books.google.com/books/content?id=pQzGbmCK9q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10637766-silence
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.113022312373225,Juvenile Fiction,2011-09-27,,,http://books.google.com/books/content?id=ICLghxJ7k4wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer
Just Listen,Sarah Dessen,4.113022312373225,Juvenile Fiction,2007-07-05,7.99,EUR,http://books.google.com/books/content?id=Gyg1w8rbp24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51738.Just_Listen
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.113022312373225,Fiction,2011-09-20,,,http://books.google.com/books/content?id=Tw7KXnFNEIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
A Simple Plan,Scott        Smith,4.113022312373225,,1993,,,,https://www.goodreads.com/book/show/21727.A_Simple_Plan
Savages (Savages #2),Don Winslow,4.113022312373225,Great Britain,1764,,,http://books.google.com/books/content?id=tFEtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8008928-savages
Clockers,Richard Price,4.113022312373225,Fiction,1992,,,http://books.google.com/books/content?id=EyvxLArvHiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/45794.Clockers
Winter's Bone,Daniel Woodrell,4.113022312373225,Fiction,2012-03-15,3.99,EUR,http://books.google.com/books/content?id=cykFgbbaw38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/112525.Winter_s_Bone
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.113022312373225,Juvenile Fiction,2005-05-01,,,http://books.google.com/books/content?id=AVOgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/179064.The_Goose_Girl
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,4.113022312373225,Biography & Autobiography,2008-01-03,9.49,EUR,http://books.google.com/books/content?id=qMxjqhMOLJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
Twelfth Night,William Shakespeare,4.113022312373225,Drama,2008-05-09,,,http://books.google.com/books/content?id=bwWzPPsfudQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1625.Twelfth_Night
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,4.113022312373225,Young Adult Fiction,2016-05-31,,,http://books.google.com/books/content?id=DnEtjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7747374-i-am-number-four
Lady Chatterley’s Lover,D.H. Lawrence,4.113022312373225,Fiction,2024-02-20,1.9,EUR,http://books.google.com/books/content?id=T2L2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
Layer Cake,J.J. Connolly,4.113022312373225,Fiction,2007-12-01,,,http://books.google.com/books/content?id=c_AlEVEFoNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/29421.Layer_Cake
I Capture the Castle,Dodie Smith,4.113022312373225,Fiction,2003-04-01,12.1,EUR,http://books.google.com/books/content?id=8KhXzo96YjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
Nine Stories,J.D. Salinger,4.113022312373225,Fiction,2018-11-06,,,http://books.google.com/books/content?id=SFerswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4009.Nine_Stories
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.113022312373225,Fiction,2017-02-14,,,http://books.google.com/books/content?id=JKodDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/135836.Trainspotting
Kill Your Friends,John Niven,4.113022312373225,Fiction,2014-02-06,5.99,EUR,http://books.google.com/books/content?id=ItnGAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2848807-kill-your-friends
Penance,Eliza  Clark,4.113022312373225,Fiction,2025-10-15,7.99,EUR,http://books.google.com/books/content?id=_hiQEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/62898932-penance
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.113022312373225,Fiction,2022-08-25,5.99,EUR,http://books.google.com/books/content?id=FXlkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/29127.The_Last_Unicorn
The Truth About Forever,Sarah Dessen,4.113022312373225,Young Adult Fiction,2006-04-06,,,http://books.google.com/books/content?id=XKLOoEh-XvQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.113022312373225,Fiction,1992-08-01,,,http://books.google.com/books/content?id=5q6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
Trainspotting,Irvine Welsh,4.113022312373225,Art,2008-11,31.02,EUR,http://books.google.com/books/content?id=VVrWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23955.Trainspotting
"Ishmael (Ishmael, #1)",Daniel Quinn,4.113022312373225,,1884,,,http://books.google.com/books/content?id=n68ouYJ2HyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40611328-ishmael
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.113022312373225,Fiction,2005-05-03,8.44,EUR,http://books.google.com/books/content?id=YCBFxU5rGzAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/140077.Dead_to_the_World
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.113022312373225,Fiction,2018-10-23,,,http://books.google.com/books/content?id=BjpKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.113022312373225,Biography & Autobiography,2022-01-25,7.49,EUR,http://books.google.com/books/content?id=pSFZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24861.Demian
Audition,Ryū Murakami,4.113022312373225,Fiction,2009,,,http://books.google.com/books/content?id=m3oqAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/3392668-audition
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.113022312373225,Fiction,2009-03-17,10.99,EUR,http://books.google.com/books/content?id=BI6y5UpBDg4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
The Quiet Tenant,Clémence Michallon,4.113022312373225,Fiction,2025-04-01,,,http://books.google.com/books/content?id=LEk9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61897971-the-quiet-tenant
The Hours,Michael Cunningham,4.113022312373225,Fiction,2022-05-03,14.02,EUR,http://books.google.com/books/content?id=87s9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11899.The_Hours
Julius Caesar,William Shakespeare,4.113022312373225,,1879,,,http://books.google.com/books/content?id=8sxUq2vKYlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13006.Julius_Caesar
The Glass Castle,Jeannette Walls,4.113022312373225,Biography & Autobiography,2007-01-02,,,http://books.google.com/books/content?id=BTMknk-qvacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7445.The_Glass_Castle
"You Are Special (Wemmicksville, #1)",Max Lucado,4.113022312373225,Children's stories,2005-09-01,,,http://books.google.com/books/content?id=UZV5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/56728.You_Are_Special
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.113022312373225,Juvenile Fiction,2012,,,http://books.google.com/books/content?id=FD72ekYZqIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.113022312373225,Fiction,2011-09-30,8.99,EUR,http://books.google.com/books/content?id=3nyUar3bx0QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40909452-drums-of-autumn
City of God,Paulo Lins,4.113022312373225,Fiction,2011-11-03,17.58,EUR,http://books.google.com/books/content?id=oYBHhzKShY4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/165662.City_of_God
The Arabian Nights,Anonymous,4.113022312373225,,,,,,https://www.goodreads.com/book/show/93101.The_Arabian_Nights
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,4.113022312373225,,1985,,,,https://www.goodreads.com/book/show/128765450-the-black-dahlia-ellroy-james-author-aug-01-2006-paperback
Cyrano de Bergerac,Edmond Rostand,4.113022312373225,Drama,2016-09-08,,,http://books.google.com/books/content?id=4kgBDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac
High-Rise,J.G. Ballard,4.113022312373225,Fiction,1977,,,http://books.google.com/books/content?id=smsrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/12331767-high-rise
"Slammed (Slammed, #1)",Colleen Hoover,4.113022312373225,Fiction,2012-09-18,,,http://books.google.com/books/content?id=Bm9Mn-dKin0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30333938-slammed
The Killer Inside Me,Jim Thompson,4.113022312373225,Fiction,2010-05-27,3.99,EUR,http://books.google.com/books/content?id=q7KEvoD9RDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/298663.The_Killer_Inside_Me
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.113022312373225,Comics & Graphic Novels,2018-06,,,http://books.google.com/books/content?id=ZdAkvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2299110.Acheron
The Holy Bible: King James Version,Anonymous,4.113022312373225,Fiction,2019-03-06,,,http://books.google.com/books/content?id=yJULwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1923820.The_Holy_Bible
