title,author,avg_rating,genre,published_year,price,currency,cover_url,link
The Witches,Roald Dahl,4.18,Juvenile Fiction,2007.0,7.99,EUR,http://books.google.com/books/content?id=GD--o2F8IcoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6327.The_Witches
Love You Forever,Robert Munsch,4.38,Juvenile Nonfiction,2003.0,,None,http://books.google.com/books/content?id=7ep09WAFbDwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/310259.Love_You_Forever
"The Gunslinger (The Dark Tower, #1)",Stephen        King,3.91,Fiction,2017.0,,None,http://books.google.com/books/content?id=wOkqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43615.The_Gunslinger
A Short History of Nearly Everything,Bill Bryson,4.22,Large print books,2003.0,,None,http://books.google.com/books/content?id=SYmUPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,Fiction,2000.0,8.5,EUR,http://books.google.com/books/content?id=1PgKPuFIz1kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/228665.The_Eye_of_the_World
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,Young Adult Fiction,2009.0,,None,http://books.google.com/books/content?id=YtIAA_LS86kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4374400-if-i-stay
Gulliver’s Travels,Jonathan Swift,3.59,Fiction,2004.0,,None,http://books.google.com/books/content?id=QHRFskXOoocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels
The Complete Novels,Jane Austen,4.57,Fiction,2006.0,14.15,EUR,http://books.google.com/books/content?id=N_JhbNdse7cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14905.The_Complete_Novels
"The Power of One (The Power of One, #1)",Bryce Courtenay,4.36,Budget,1967.0,,None,http://books.google.com/books/content?id=28RF2T8fcUIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/122.The_Power_of_One
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.45,Fiction,2014.0,10.04,EUR,http://books.google.com/books/content?id=i49CAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/20613470-heir-of-fire
Tuck Everlasting,Natalie Babbitt,3.91,Juvenile Fiction,2010.0,,None,http://books.google.com/books/content?id=4hTN-IEZy4kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/84981.Tuck_Everlasting
11/22/63,Stephen        King,4.35,Fiction,2011.0,11.86,EUR,http://books.google.com/books/content?id=2pl0YOznbxcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10644930-11-22-63
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,Fiction,2016.0,11.86,EUR,http://books.google.com/books/content?id=peTPCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27362503-it-ends-with-us
The Grapes of Wrath,John Steinbeck,4.02,Fiction,2006.0,,None,http://books.google.com/books/content?id=ClXiwSYzjtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.14,Biography & Autobiography,1995.0,,None,http://books.google.com/books/content?id=doyjAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60748.A_Child_Called_It_
’Salem’s Lot,Stephen        King,4.1,Fiction,2008.0,6.49,EUR,http://books.google.com/books/content?id=7_4NgDQhtDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11590._Salem_s_Lot
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,Fiction,2012.0,,None,http://books.google.com/books/content?id=nDDCwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13536860-fifty-shades-freed
Bel Canto,Ann Patchett,3.94,Fiction,2009.0,9.99,EUR,http://books.google.com/books/content?id=mDURpw3IjOIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5826.Bel_Canto
Inferno,Dante Alighieri,4.03,None,2004.0,,None,,https://www.goodreads.com/book/show/15645.Inferno
Where the Crawdads Sing,Delia Owens,4.37,Fiction,2018.0,5.99,EUR,http://books.google.com/books/content?id=jVB1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing
A Portrait of the Artist as a Young Man,James Joyce,3.64,Fiction,1992.0,,None,http://books.google.com/books/content?id=C_rPXanc_HAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,London (England),1886.0,,None,http://books.google.com/books/content?id=xZHv4CWgWaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde
Circe,Madeline Miller,4.22,Young Adult Fiction,2022.0,6.58,EUR,http://books.google.com/books/content?id=dyikEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35959740-circe
Cloud Atlas,David  Mitchell,4.01,Fiction,2008.0,5.49,EUR,http://books.google.com/books/content?id=SmlhCVt1t9cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/49628.Cloud_Atlas
The Hunchback of Notre-Dame,Victor Hugo,4.02,Fiction,2019.0,,None,http://books.google.com/books/content?id=zCZqAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame
Tao Te Ching,Lao Tzu,4.29,None,2023.0,,None,,https://www.goodreads.com/book/show/67896.Tao_Te_Ching
القرآن الكريم,Anonymous,4.38,None,,,None,,https://www.goodreads.com/book/show/646462._
Cold Mountain,Charles Frazier,3.89,Fiction,2023.0,,None,http://books.google.com/books/content?id=L9ve3Zz__1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10920.Cold_Mountain
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,Fiction,2015.0,,None,http://books.google.com/books/content?id=bEmMCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings
As I Lay Dying,William Faulkner,3.72,Fiction,2013.0,8.99,EUR,http://books.google.com/books/content?id=dIahmzXpEEQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying
Go Ask Alice,Beatrice Sparks,3.74,Juvenile Nonfiction,2006.0,,None,http://books.google.com/books/content?id=pf1iEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46799.Go_Ask_Alice
Mansfield Park,Jane Austen,3.86,None,1906.0,,None,,https://www.goodreads.com/book/show/45032.Mansfield_Park
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.05,Juvenile Fiction,2009.0,,None,http://books.google.com/books/content?id=FxsdAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/45978.Eldest
The BFG,Roald Dahl,4.23,Juvenile Fiction,1998.0,,None,http://books.google.com/books/content?id=sf4lzGnXuDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6319.The_BFG
The Martian Chronicles,Ray Bradbury,4.16,Fiction,2012.0,,None,http://books.google.com/books/content?id=HzQXlPS48PQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles
A Separate Peace,John Knowles,3.6,Drama,1988.0,,None,http://books.google.com/books/content?id=oepv15kpMMIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5148.A_Separate_Peace
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.11,Young Adult Fiction,2010.0,,None,http://books.google.com/books/content?id=EZqODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2248573.Brisingr
"Red Queen (Red Queen, #1)",Victoria Aveyard,3.98,Fiction,2015.0,4.49,EUR,http://books.google.com/books/content?id=EPO9BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/22328546-red-queen
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.15,Fiction,2005.0,8.31,EUR,http://books.google.com/books/content?id=If3o_UU9s24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/42899.Dark_Lover
Steppenwolf,Hermann Hesse,4.13,Foreign Language Study,2017.0,6.99,EUR,http://books.google.com/books/content?id=IrB3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16631.Steppenwolf
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.77,Young Adult Fiction,2012.0,7.99,EUR,http://books.google.com/books/content?id=ubc5AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6304335-beautiful-creatures
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.15,Fiction,2010.0,13.15,EUR,http://books.google.com/books/content?id=s-QzccStux4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
The Invisible Life of Addie LaRue,V.E. Schwab,4.17,Fiction,2020.0,11.49,EUR,http://books.google.com/books/content?id=eof4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,Young Adult Fiction,2011.0,9.18,EUR,http://books.google.com/books/content?id=pkGqafH1V40C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
Robinson Crusoe,Daniel Defoe,3.68,None,1959.0,,None,,https://www.goodreads.com/book/show/2932.Robinson_Crusoe
The Remains of the Day,Kazuo Ishiguro,4.14,Fiction,2009.0,11.99,EUR,http://books.google.com/books/content?id=MSurBex2xcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,Young Adult Fiction,2014.0,3.49,EUR,http://books.google.com/books/content?id=I7GnAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/12578077-obsidian
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,None,2014.0,,None,http://books.google.com/books/content?id=S4isoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22232.Stargirl
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,Fiction,2012.0,14.16,EUR,http://books.google.com/books/content?id=3T61gEg6WhwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
Coraline,Neil Gaiman,4.13,None,2009.0,,None,http://books.google.com/books/content?id=bGFhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/17061.Coraline
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,Juvenile Fiction,2007.0,,None,http://books.google.com/books/content?id=7EglAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,None,2016.0,,None,,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire
The Plague,Albert Camus,4.02,None,1977.0,,None,http://books.google.com/books/content?id=_swNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11989.The_Plague
Doctor Zhivago,Boris Pasternak,4.01,Fiction,2011.0,,None,http://books.google.com/books/content?id=ZPCMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/130440.Doctor_Zhivago
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,None,2015.0,,None,,https://www.goodreads.com/book/show/40937505
Dear John,Nicholas Sparks,4.04,Fiction,2010.0,3.49,EUR,http://books.google.com/books/content?id=LWuNAB3HtVgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5526.Dear_John
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,Philosophy,2021.0,2.99,EUR,http://books.google.com/books/content?id=0C41EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance
The Firm,John Grisham,4.06,Government investigators,1993.0,,None,http://books.google.com/books/content?id=z7e7qtERfH0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/5358.The_Firm
The English Patient,Michael Ondaatje,3.86,Fiction,2009.0,,None,http://books.google.com/books/content?id=mmD4A-MGQokC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11713.The_English_Patient
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,Juvenile Fiction,2013.0,,None,http://books.google.com/books/content?id=7bTeIug-jFEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17167166-crown-of-midnight
Midnight’s Children,Salman Rushdie,3.98,Fiction,2010.0,8.99,EUR,http://books.google.com/books/content?id=I4ITufjFf0oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14836.Midnight_s_Children
The Last Song,Nicholas Sparks,4.16,Fiction,2014.0,,None,http://books.google.com/books/content?id=rolgBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6400090-the-last-song
All the Bright Places,Jennifer Niven,4.11,Young Adult Fiction,2015.0,8.99,EUR,http://books.google.com/books/content?id=qxX8AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18460392-all-the-bright-places
Like Water for Chocolate,Laura Esquivel,3.95,Mexico,1992.0,,None,http://books.google.com/books/content?id=nNqUyQrUkUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate
Hidden Pictures,Jason Rekulak,4.15,Fiction,2022.0,7.49,EUR,http://books.google.com/books/content?id=f4pAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58724923-hidden-pictures
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,Fiction,1993.0,,None,http://books.google.com/books/content?id=AloV16fwhZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber
The Nightingale,Kristin Hannah,4.64,Fiction,2015.0,11.99,EUR,http://books.google.com/books/content?id=ZNyIBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/21853621-the-nightingale
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,"Grey, Nora (Fictitious character)",2014.0,,None,,https://www.goodreads.com/book/show/7791997-crescendo
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,Fiction,2023.0,,None,http://books.google.com/books/content?id=iil-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18006496-queen-of-shadows
Midnight in the Garden of Good and Evil,John Berendt,3.92,True Crime,2010.0,9.09,EUR,http://books.google.com/books/content?id=YjxITJFUDhoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil
"The One (The Selection, #3)",Kiera Cass,4.14,Young Adult Fiction,2014.0,6.29,EUR,http://books.google.com/books/content?id=wckaAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18635016-the-one
A Streetcar Named Desire,Tennessee Williams,3.98,Drama,2023.0,11.3,EUR,http://books.google.com/books/content?id=hKadEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire
My Ántonia,Willa Cather,3.84,Fiction,2018.0,5.99,EUR,http://books.google.com/books/content?id=dNliDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17150.My_ntonia
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,Fiction,2012.0,9.09,EUR,http://books.google.com/books/content?id=UwWWh1WLn9EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories
The Prince,Niccolò Machiavelli,3.84,Philosophy,1998.0,,None,http://books.google.com/books/content?id=MugHAy_Atz4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28862.The_Prince
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,None,2019.0,,None,,https://www.goodreads.com/book/show/41637836-the-subtle-knife
Breakfast of Champions,Kurt Vonnegut Jr.,4.06,None,1979.0,,None,,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions
"Red, White & Royal Blue",Casey McQuiston,4.05,Fiction,2019.0,10.82,EUR,http://books.google.com/books/content?id=1I1xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41150487-red-white-royal-blue
We Were Liars,E. Lockhart,3.65,Young Adult Fiction,2014.0,7.07,EUR,http://books.google.com/books/content?id=7ZRVAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16143347-we-were-liars
The Origin of Species,Charles Darwin,4.01,Evolution,1909.0,,None,http://books.google.com/books/content?id=YY4EAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22463.The_Origin_of_Species
The Wasp Factory,Iain Banks,3.75,Fiction,2013.0,,None,http://books.google.com/books/content?id=t69zKBBe9OsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/567678.The_Wasp_Factory
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,Young Adult Fiction,2017.0,9.99,EUR,http://books.google.com/books/content?id=uARhDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32075671-the-hate-u-give
A Fine Balance,Rohinton Mistry,4.38,Fiction,2010.0,9.09,EUR,http://books.google.com/books/content?id=WcaFd95RABEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5211.A_Fine_Balance
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.13,Young Adult Fiction,2022.0,4.99,EUR,http://books.google.com/books/content?id=5GtLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52439531-the-inheritance-games
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,Fiction,2022.0,12.85,EUR,http://books.google.com/books/content?id=B12CEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15717943-hopeless
Persuasion,Jane Austen,4.15,Fiction,2004.0,,None,http://books.google.com/books/content?id=Y68rgrlzrjwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2156.Persuasion
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,Fiction,2011.0,14.83,EUR,http://books.google.com/books/content?id=CElIqGBvyusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,Fiction,2012.0,,None,http://books.google.com/books/content?id=tvluAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,Fiction,2005.0,8.09,EUR,http://books.google.com/books/content?id=NuMx6tmf5iIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,Biography & Autobiography,2010.0,2.02,EUR,http://books.google.com/books/content?id=-kNK2cNXlEQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8664353-unbroken
