title,author,avg_rating,genre,published_year,price,currency,cover_url,link
Norwegian Wood,Haruki Murakami,3.99,Fiction,2011.0,8.99,EUR,http://books.google.com/books/content?id=kd1XlWVAIWQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11297.Norwegian_Wood
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,Fiction,2009.0,10.04,EUR,http://books.google.com/books/content?id=bz_bYuaxRWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society
Speak,Laurie Halse Anderson,4.05,Juvenile Fiction,2019.0,4.99,EUR,http://books.google.com/books/content?id=3GqlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39280444-speak
Paper Towns,John Green,3.7,Young Adult Fiction,2010.0,10.04,EUR,http://books.google.com/books/content?id=4NEcg6puG4AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6442769-paper-towns
She’s Come Undone,Wally Lamb,3.92,Fiction,2011.0,13.84,EUR,http://books.google.com/books/content?id=o447RLwrcgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5203.She_s_Come_Undone
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,Juvenile Fiction,2011.0,,None,http://books.google.com/books/content?id=Jh47BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6068551-shiver
The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,Fiction,2008.0,,None,http://books.google.com/books/content?id=cp_hswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40874325-the-shack
"Marked (House of Night, #1)",P.C. Cast,3.82,Young Adult Fiction,2010.0,10.83,EUR,http://books.google.com/books/content?id=z1k50JF7d3MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30183.Marked
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,4.06,Biography & Autobiography,2010.0,9.09,EUR,http://books.google.com/books/content?id=R11qaqN4jzQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas
Kafka on the Shore,Haruki Murakami,4.12,Fiction,2011.0,8.99,EUR,http://books.google.com/books/content?id=L6AtuutQHpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore
The Sound and the Fury,William Faulkner,3.86,Fiction,2022.0,,None,http://books.google.com/books/content?id=iHx_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury
The Complete Calvin and Hobbes,Bill Watterson,4.81,Comics & Graphic Novels,2005.0,,None,http://books.google.com/books/content?id=wmjG5g4Yx7gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes
For Whom the Bell Tolls,Ernest Hemingway,3.99,Fiction,2014.0,14.83,EUR,http://books.google.com/books/content?id=TdVQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.01,Young Adult Fiction,2018.0,9.49,EUR,http://books.google.com/books/content?id=WFAsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/26032825-the-cruel-prince
The Complete Sherlock Holmes,Arthur Conan Doyle,4.51,Fiction,2014.0,2.59,EUR,http://books.google.com/books/content?id=5yx2EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes
Othello,William Shakespeare,3.89,None,1888.0,,None,,https://www.goodreads.com/book/show/12996.Othello
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,Young Adult Fiction,2023.0,0.99,EUR,http://books.google.com/books/content?id=vtXPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10429045-shatter-me
The Idiot,Fyodor Dostoevsky,4.21,Fiction,1998.0,,None,http://books.google.com/books/content?id=5fyuj9x9UZIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12505.The_Idiot
Island of the Blue Dolphins,Scott O'Dell,3.88,Juvenile Fiction,1990.0,,None,http://books.google.com/books/content?id=8oV5m9phpoYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins
Stranger in a Strange Land,Robert A. Heinlein,3.92,Fiction,2014.0,3.49,EUR,http://books.google.com/books/content?id=gnwETwF8Zb4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
"Inkheart (Inkworld, #1)",Cornelia Funke,3.93,Juvenile Fiction,2024.0,,None,http://books.google.com/books/content?id=KNXlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28194.Inkheart
Roots: The Saga of an American Family,Alex Haley,4.45,History,2016.0,11.99,EUR,http://books.google.com/books/content?id=aHZKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/546018.Roots
Into the Wild,Jon Krakauer,4.02,Biography & Autobiography,2018.0,12.99,EUR,http://books.google.com/books/content?id=m9BiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1845.Into_the_Wild
"Wonder (Wonder, #1)",R.J. Palacio,4.36,Readers,1955.0,,None,http://books.google.com/books/content?id=tVNdrajjM4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11387515-wonder
"Neverwhere (London Below, #1)",Neil Gaiman,4.16,Fiction,2010.0,4.99,EUR,http://books.google.com/books/content?id=D7UlOLjDl8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14497.Neverwhere
East of Eden,John Steinbeck,4.43,Fiction,2002.0,,None,http://books.google.com/books/content?id=OPy6E5ZhXs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4406.East_of_Eden
"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,Comics & Graphic Novels,2017.0,5.87,EUR,http://books.google.com/books/content?id=SSNADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,4.11,Fiction,2011.0,11.13,EUR,http://books.google.com/books/content?id=4Ley0jjlZ-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43814.The_Vampire_Lestat
Never Let Me Go,Kazuo Ishiguro,3.85,Fiction,2009.0,11.99,EUR,http://books.google.com/books/content?id=JAzxznMKiq4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go
King Lear,William Shakespeare,3.91,Drama,2010.0,,None,http://books.google.com/books/content?id=1XtaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12938.King_Lear
The Things They Carried,Tim O'Brien,4.14,Fiction,2015.0,6.99,EUR,http://books.google.com/books/content?id=4hFhCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/133518.The_Things_They_Carried
"Ready Player One (Ready Player One, #1)",Ernest Cline,4.23,Puzzles,2012.0,,None,http://books.google.com/books/content?id=x7P3LQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9969571-ready-player-one
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,Fiction,2022.0,51.51,EUR,http://books.google.com/books/content?id=dt90EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16096824-a-court-of-thorns-and-roses
American Psycho,Bret Easton Ellis,3.8,Horror fiction,2012.0,,None,http://books.google.com/books/content?id=cF51tQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/28676.American_Psycho
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.49,Fiction,2010.0,7.72,EUR,http://books.google.com/books/content?id=t_ZYYXZq4RgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/68428.Mistborn
"Delirium (Delirium, #1)",Lauren Oliver,3.95,Alcoholic psychoses,1884.0,,None,http://books.google.com/books/content?id=ziZG4K--2rUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11614718-delirium
White Oleander,Janet Fitch,4.0,Fiction,2013.0,3.99,EUR,http://books.google.com/books/content?id=SkophXOJL44C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32234.White_Oleander
"Foundation (Foundation, #1)",Isaac Asimov,4.17,None,2017.0,,None,,https://www.goodreads.com/book/show/29579.Foundation
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.0,Fiction,2023.0,,None,,https://www.goodreads.com/book/show/11505797-beautiful-disaster
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.47,Juvenile Fiction,2012.0,8.99,EUR,http://books.google.com/books/content?id=4NuJZT8XLgQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12127750-the-mark-of-athena
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.4,Juvenile Fiction,2019.0,,None,http://books.google.com/books/content?id=M-vOwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9520360-the-son-of-neptune
Uncle Tom’s Cabin,Harriet Beecher Stowe,3.92,Slavery,2002.0,,None,,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,3.98,Travel,2010.0,10.99,EUR,http://books.google.com/books/content?id=OBT3Ajh7aG4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2184798.Blood_River
All the Light We Cannot See,Anthony Doerr,4.31,Fiction,2014.0,,None,http://books.google.com/books/content?id=_AZ_AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see
"The Once and Future King (The Once and Future King, #1-5)",T.H. White,4.07,Fiction,2022.0,,None,http://books.google.com/books/content?id=apmCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King
Midnight Sun [2008 Draft],Stephenie Meyer,4.01,Fiction,2022.0,,None,http://books.google.com/books/content?id=izw6zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4502877-midnight-sun-2008-draft
James and the Giant Peach,Roald Dahl,4.04,Juvenile Fiction,2024.0,8.99,EUR,http://books.google.com/books/content?id=58fLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
The Martian,Andy Weir,4.42,Astronauts,2014.0,,None,http://books.google.com/books/content?id=P7g_rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18007564-the-martian
Paradise Lost,John Milton,3.85,Poetry,2003.0,,None,http://books.google.com/books/content?id=kbO9UPxIyVAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15997.Paradise_Lost
I Know This Much Is True,Wally Lamb,4.21,Fiction,1998.0,,None,http://books.google.com/books/content?id=gXk5wYNESPsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.29,Young Adult Fiction,2021.0,,None,http://books.google.com/books/content?id=wrUlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,4.35,None,1972.0,,None,http://books.google.com/books/content?id=Y_YBeZ8s0-0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/32085.All_Creatures_Great_and_Small
The Time Machine,H.G. Wells,3.89,Education,2019.0,,None,http://books.google.com/books/content?id=aPOKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2493.The_Time_Machine
Candide,Voltaire,3.76,None,2018.0,,None,http://books.google.com/books/content?id=kzN0vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/19380.Candide
The Complete Works,William Shakespeare,4.48,Literary Collections,2005.0,19.38,EUR,http://books.google.com/books/content?id=Jmy0ZWUA2ScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/569564.The_Complete_Works
Invisible Man,Ralph Ellison,3.92,Fiction,2010.0,,None,http://books.google.com/books/content?id=iSrI-BQqFf0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16981.Invisible_Man
"Heidi (Heidi, #1-2)",Johanna Spyri,4.04,None,1982.0,,None,,https://www.goodreads.com/book/show/93.Heidi
The Historian,Elizabeth Kostova,3.8,Fiction,2005.0,9.99,EUR,http://books.google.com/books/content?id=ZXo5AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30236962-the-historian
Flow Down Like Silver,Ki Longfellow,4.01,Fiction,2009.0,,None,http://books.google.com/books/content?id=v4-QQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6801755-flow-down-like-silver
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,Fiction,2012.0,,None,http://books.google.com/books/content?id=rTYEyWrXLO0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17347634-me-before-you
The Thirteenth Tale,Diane Setterfield,3.98,Fiction,2007.0,,None,http://books.google.com/books/content?id=9s9cfPrg4z0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,Fiction,2011.0,8.25,EUR,http://books.google.com/books/content?id=6FmJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear
Hamlet,William Shakespeare,4.03,None,1952.0,,None,,https://www.goodreads.com/book/show/1420.Hamlet
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.23,Fiction,2002.0,,None,http://books.google.com/books/content?id=3jRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/28881.Lamb
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.21,None,2016.0,,None,,https://www.goodreads.com/book/show/8755776-city-of-lost-souls
Leaves of Grass,Walt Whitman,4.11,American poetry,1884.0,,None,http://books.google.com/books/content?id=o_EWAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
"Walden or, Life in the Woods",Henry David Thoreau,3.77,None,2018.0,,None,http://books.google.com/books/content?id=KhA-tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods
"Are You There God? It’s Me, Margaret",Judy Blume,3.95,Juvenile Fiction,2001.0,,None,http://books.google.com/books/content?id=PVSYMtZcpWgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,Young Adult Fiction,2021.0,,None,http://books.google.com/books/content?id=IDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3236307-graceling
Different Seasons,Stephen        King,4.36,Fiction,2016.0,,None,http://books.google.com/books/content?id=Hs3NCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39662.Different_Seasons
The Complete Maus,Art Spiegelman,4.58,Comics & Graphic Novels,1996.0,,None,http://books.google.com/books/content?id=ASajL1zsziAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/15195.The_Complete_Maus
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,Study Aids,,2.44,EUR,http://books.google.com/books/content?id=gK9yEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61431922-fourth-wing
Room,Emma Donoghue,4.08,Drama,2023.0,12.56,EUR,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31685789-room
The Cider House Rules,John Irving,4.17,Fiction,2001.0,,None,http://books.google.com/books/content?id=09p5QbUcgCoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules
Mrs. Dalloway,Virginia Woolf,3.78,Foreign Language Study,2011.0,8.37,EUR,http://books.google.com/books/content?id=hi4aAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14942.Mrs_Dalloway
Fangirl,Rainbow Rowell,3.94,Comics & Graphic Novels,2025.0,5.99,EUR,http://books.google.com/books/content?id=6cxUEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16068905-fangirl
"Legend (Legend, #1)",Marie Lu,4.15,Young Adult Fiction,2015.0,,None,http://books.google.com/books/content?id=hbaNBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9275658-legend
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.45,Juvenile Fiction,2014.0,,None,http://books.google.com/books/content?id=3fWmAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13188676-ignite-me
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,Alabama,1987.0,,None,http://books.google.com/books/content?id=8yhH7Qs4eRkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
Sophie’s World,Jostein Gaarder,3.97,Fiction,2010.0,4.99,EUR,http://books.google.com/books/content?id=J8nE3B5lD9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10959.Sophie_s_World
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.14,Fiction,2011.0,0.99,EUR,http://books.google.com/books/content?id=DhyeLX_ModgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,Fiction,2008.0,14.16,EUR,http://books.google.com/books/content?id=jUX8N9kiCiQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep
The Virgin Suicides,Jeffrey Eugenides,3.78,Fiction,1993.0,11.47,EUR,http://books.google.com/books/content?id=Pf1xhp6u-w0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,Young Adult Fiction,2012.0,10.87,EUR,http://books.google.com/books/content?id=hfAigqVXjAcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
The Awakening,Kate Chopin,3.69,Fiction,1992.0,,None,http://books.google.com/books/content?id=KFyuAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/58345.The_Awakening
The Graveyard Book,Neil Gaiman,4.15,Juvenile Fiction,2009.0,6.29,EUR,http://books.google.com/books/content?id=eu2z740u7QwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book
A Little Life,Hanya Yanagihara,4.28,Fiction,2025.0,,None,http://books.google.com/books/content?id=0IQd0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22822858-a-little-life
Black Beauty,Anna Sewell,4.0,Juvenile Fiction,2015.0,3.99,EUR,http://books.google.com/books/content?id=WDXKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3685.Black_Beauty
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.74,Fiction,1986.0,,None,http://books.google.com/books/content?id=mKhZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/37781.Things_Fall_Apart
Stardust,Neil Gaiman,4.1,Adventure stories,2007.0,,None,http://books.google.com/books/content?id=UHJUJAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16793.Stardust
The Monster at the End of this Book,Jon Stone,4.46,Juvenile Fiction,2013.0,2.66,EUR,http://books.google.com/books/content?id=ERTPzj1SGXYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book
Middlemarch,George Eliot,4.03,Fiction,2022.0,4.27,EUR,http://books.google.com/books/content?id=4kpmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19089.Middlemarch
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,Fiction,2017.0,,None,http://books.google.com/books/content?id=dGGTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11857408-fifty-shades-darker
Number the Stars,Lois Lowry,4.19,Juvenile Fiction,1989.0,5.19,EUR,http://books.google.com/books/content?id=V2Nlg8AWg2AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/47281.Number_the_Stars
The Prince of Tides,Pat Conroy,4.26,None,2004.0,,None,,https://www.goodreads.com/book/show/16735.The_Prince_of_Tides
Sophie’s Choice,William Styron,4.17,Fiction,2010.0,23.53,EUR,http://books.google.com/books/content?id=-YhTDbmcf4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/228560.Sophie_s_Choice
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.97,Waitresses,2008.0,,None,,https://www.goodreads.com/book/show/301082.Dead_Until_Dark
"A Time to Kill (Jake Brigance, #1)",John Grisham,4.12,Fiction,2010.0,8.99,EUR,http://books.google.com/books/content?id=Xp39K0c0IaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32542.A_Time_to_Kill
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.05,Fiction,2022.0,,None,http://books.google.com/books/content?id=2ot_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew
V for Vendetta,Alan             Moore,4.26,Comics & Graphic Novels,2020.0,15.99,EUR,http://books.google.com/books/content?id=gmrNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5805.V_for_Vendetta
War and Peace,Leo Tolstoy,4.17,Fiction,2004.0,,None,http://books.google.com/books/content?id=s-OQ2yHDIMQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/656.War_and_Peace
"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,3.81,Fiction,2021.0,15.99,EUR,http://books.google.com/books/content?id=dF4TEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary
The Art of Racing in the Rain,Garth Stein,4.23,Fiction,2009.0,9.99,EUR,http://books.google.com/books/content?id=s8zIH7dnYCsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain
Eleanor & Park,Rainbow Rowell,3.93,None,2019.0,,None,http://books.google.com/books/content?id=-bGqywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/15745753-eleanor-park
Beowulf,Beowulf Poet,3.5,Poetry,2015.0,2.72,EUR,http://books.google.com/books/content?id=kC5zBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52357.Beowulf
White Fang,Jack London,4.03,None,2020.0,,None,http://books.google.com/books/content?id=V18JzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/43035.White_Fang
Franny and Zooey,J.D. Salinger,3.96,Fiction,2019.0,8.99,EUR,http://books.google.com/books/content?id=nZunDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5113.Franny_and_Zooey
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,Juvenile Fiction,2002.0,,None,http://books.google.com/books/content?id=QCp6PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set
"Allegiant (Divergent, #3)",Veronica Roth,3.6,Young Adult Fiction,2013.0,5.49,EUR,http://books.google.com/books/content?id=v5MH3ER4SWEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18710190-allegiant
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.57,Juvenile Fiction,2024.0,14.99,EUR,http://books.google.com/books/content?id=ncTnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12127810-the-house-of-hades
