title,author,avg_rating,genre,price,currency,cover_url,link
Gone Girl,Gillian Flynn,4.14,Fiction,12.14,EUR,http://books.google.com/books/content?id=L25K1tY5WyoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19288043-gone-girl
Gone with the Wind,Margaret Mitchell,4.31,United States,,NAN,,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.11,Young Adult Fiction,34.99,EUR,http://books.google.com/books/content?id=YIk0EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,Fiction,5.69,EUR,http://books.google.com/books/content?id=-o-2KpQlFNsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12067.Good_Omens
Goodnight Moon,Margaret Wise Brown,4.32,Nan,,NAN,,https://www.goodreads.com/book/show/32929.Goodnight_Moon
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,Young Adult Fiction,,NAN,http://books.google.com/books/content?id=IDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3236307-graceling
Gravity’s Rainbow,Thomas Pynchon,4.11,Fiction,5.04,EUR,http://books.google.com/books/content?id=GGPm4I3BbxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
Gray After Dark,Noelle W. Ihli,4.11,Fiction,,NAN,http://books.google.com/books/content?id=rBdXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/204787816-gray-after-dark
Great Expectations,Charles Dickens,3.8,Nan,,NAN,http://books.google.com/books/content?id=fhUXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2623.Great_Expectations
Green Eggs and Ham,Dr. Seuss,4.31,Juvenile Fiction,4.04,EUR,http://books.google.com/books/content?id=ZK7xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham
Grimm's Fairy Tales,Jacob Grimm,4.11,Fiction,,NAN,http://books.google.com/books/content?id=Pq-TDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=Bh9VrfptqScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/64216.Guards_Guards_
Gulliver’s Travels,Jonathan Swift,3.59,Fiction,,NAN,http://books.google.com/books/content?id=QHRFskXOoocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.11,Fiction,,NAN,http://books.google.com/books/content?id=Tw7KXnFNEIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
Hamlet,William Shakespeare,4.03,Nan,,NAN,,https://www.goodreads.com/book/show/1420.Hamlet
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=3ZgKkumhAywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=QCp6PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=6CQzYAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,Juvenile Fiction,9.99,EUR,http://books.google.com/books/content?id=gCtazG4ZXlQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.57,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=etukl7GfrxQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/58613424-harry-potter-and-the-goblet-of-fire
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,Juvenile Fiction,9.99,EUR,http://books.google.com/books/content?id=qaKkenvL29UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=zpvysRGsBlwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/58613451-harry-potter-and-the-order-of-the-phoenix
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,Nan,,NAN,http://books.google.com/books/content?id=2_zzAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/42844155-harry-potter-and-the-philosopher-s-stone
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,Juvenile Fiction,9.99,EUR,http://books.google.com/books/content?id=wHlDzHnt6x0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,4.47,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=3YUrtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/58763686-haunting-adeline
Head Like a Hole,Andrew Van Wey,4.11,Fiction,,NAN,http://books.google.com/books/content?id=hqhfzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/61800582-head-like-a-hole
Heart of Darkness,Joseph Conrad,3.43,Fiction,,NAN,http://books.google.com/books/content?id=cWDcDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4900.Heart_of_Darkness
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.11,Comics & Graphic Novels,4.99,EUR,http://books.google.com/books/content?id=M91VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40495957-heartstopper
"Heidi (Heidi, #1-2)",Johanna Spyri,4.04,Nan,,NAN,,https://www.goodreads.com/book/show/93.Heidi
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.45,Fiction,10.04,EUR,http://books.google.com/books/content?id=i49CAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/20613470-heir-of-fire
"Heretical Fishing (Heretical Fishing, #1)",Haylock Jobson,4.11,Fiction,,NAN,http://books.google.com/books/content?id=tmyj0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/208099994-heretical-fishing
"Hidden Bodies (You, #2)",Caroline Kepnes,4.11,Fiction,,NAN,,https://www.goodreads.com/book/show/29430824-hidden-bodies
Hidden Pictures,Jason Rekulak,4.15,Fiction,7.49,EUR,http://books.google.com/books/content?id=f4pAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58724923-hidden-pictures
High Fidelity,Nick Hornby,4.11,Fiction,,NAN,http://books.google.com/books/content?id=k3ZtZcOnWrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/285092.High_Fidelity
High-Rise,J.G. Ballard,4.11,Fiction,,NAN,http://books.google.com/books/content?id=smsrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/12331767-high-rise
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=SMgrAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18116.His_Dark_Materials
"Holes (Holes, #1)",Louis Sachar,4.01,Juvenile Fiction,8.79,EUR,http://books.google.com/books/content?id=vlJw20OoYqUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38709.Holes
Holy Bible: New International Version,Anonymous,4.11,Religion,,NAN,http://books.google.com/books/content?id=-B__AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/280111.Holy_Bible
Home Before Dark,Riley Sager,4.05,Fiction,10.11,EUR,http://books.google.com/books/content?id=Dda1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/50833559-home-before-dark
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,Fiction,12.85,EUR,http://books.google.com/books/content?id=B12CEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15717943-hopeless
Houdini Heart,Ki Longfellow,4.11,Fiction,,NAN,http://books.google.com/books/content?id=5WYgKQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11324204-houdini-heart
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.11,Fiction,,NAN,http://books.google.com/books/content?id=X_haEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood
House of Leaves,Mark Z. Danielewski,4.11,Fiction,,NAN,http://books.google.com/books/content?id=o6NzGNODRjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/24800.House_of_Leaves
House of Sand and Fog,Andre Dubus III,4.11,Fiction,,NAN,http://books.google.com/books/content?id=-Lc-BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
How the Grinch Stole Christmas!,Dr. Seuss,4.38,Juvenile Fiction,11.13,EUR,http://books.google.com/books/content?id=ibw4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_
How to Win Friends & Influence People,Dale Carnegie,4.11,Self-Help,4.54,EUR,http://books.google.com/books/content?id=hCf-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
Howards End,E.M. Forster,4.11,Fiction,,NAN,http://books.google.com/books/content?id=xiFEAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38374795-howards-end
Howl and Other Poems,Allen Ginsberg,4.11,American Poetry,,NAN,,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.29,Juvenile Fiction,5.49,EUR,http://books.google.com/books/content?id=WxPDPOCF2_cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
"Hunted (House of Night, #5)",P.C. Cast,4.11,Young Adult Fiction,10.83,EUR,http://books.google.com/books/content?id=L9H_4SnTKlkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4134071-hunted
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,3.92,Nan,,NAN,,https://www.goodreads.com/book/show/6339664-hush-hush
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.11,Fiction,4.49,EUR,http://books.google.com/books/content?id=TOMDq0vqXIQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77566.Hyperion
I Am Legend and Other Stories,Richard Matheson,4.11,Horror Tales,,NAN,http://books.google.com/books/content?id=eTNgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,4.11,Young Adult Fiction,,NAN,http://books.google.com/books/content?id=DnEtjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7747374-i-am-number-four
I Am the Messenger,Markus Zusak,4.11,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=v7SBBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
I Capture the Castle,Dodie Smith,4.11,Fiction,12.1,EUR,http://books.google.com/books/content?id=8KhXzo96YjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
I Know This Much Is True,Wally Lamb,4.21,Fiction,,NAN,http://books.google.com/books/content?id=gXk5wYNESPsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.11,Biography & Autobiography,8.32,EUR,http://books.google.com/books/content?id=VdxNlZidgikC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,4.11,Young Adult Fiction,6.99,EUR,http://books.google.com/books/content?id=rzPSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
I'll Give You the Sun,Jandy Nelson,4.11,Young Adult Fiction,5.04,EUR,http://books.google.com/books/content?id=FkY98GejQSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
"I, Claudius (Claudius, #1)",Robert Graves,4.11,Fiction,,NAN,http://books.google.com/books/content?id=ZqsaAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18765.I_Claudius
"I, Robot (Robot, #0.1)",Isaac Asimov,4.11,Fiction,8.32,EUR,http://books.google.com/books/content?id=2vnbMzYXBQsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41804.I_Robot
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,Young Adult Fiction,,NAN,http://books.google.com/books/content?id=YtIAA_LS86kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4374400-if-i-stay
If We Were Villains,M.L. Rio,4.11,Fiction,9.99,EUR,http://books.google.com/books/content?id=fzOxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30319086-if-we-were-villains
If on a Winter’s Night a Traveler,Italo Calvino,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=R9qnfnugEOsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.45,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=3fWmAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13188676-ignite-me
In Cold Blood,Truman Capote,4.09,True Crime,8.09,EUR,http://books.google.com/books/content?id=NGJubhmwqfoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/168642.In_Cold_Blood
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,4.11,Young Adult Nonfiction,,NAN,http://books.google.com/books/content?id=dKk4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/143416043-in-cold-blood-by-truman-capote-random-2002
"Inara (Godfrey Davis, #3)",A.R. Merrydew,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/215186841-inara
Inferno,Dante Alighieri,4.03,Nan,,NAN,,https://www.goodreads.com/book/show/15645.Inferno
"Inferno (Robert Langdon, #4)",Dan    Brown,4.11,Fiction,11.99,EUR,http://books.google.com/books/content?id=UsMj7K2IXN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17212231-inferno
Infinite Jest,David Foster Wallace,4.11,Fiction,15.99,EUR,http://books.google.com/books/content?id=rd5mAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6759.Infinite_Jest
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=rThEBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7664041-inheritance
"Inkheart (Inkworld, #1)",Cornelia Funke,3.93,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=KNXlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28194.Inkheart
"Insurgent (Divergent, #2)",Veronica Roth,3.96,Juvenile Fiction,5.49,EUR,http://books.google.com/books/content?id=7Z-zYGyQKoUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11735983-insurgent
Interpreter of Maladies,Jhumpa Lahiri,4.11,Fiction,,NAN,http://books.google.com/books/content?id=w4bZtp8Azw8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.02,Fiction,8.09,EUR,http://books.google.com/books/content?id=MbW3_eSDGl4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.11,Biography & Autobiography,9.09,EUR,http://books.google.com/books/content?id=gt7EQgH8-b4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1898.Into_Thin_Air
Into the Wild,Jon Krakauer,4.02,Biography & Autobiography,12.99,EUR,http://books.google.com/books/content?id=m9BiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1845.Into_the_Wild
"Into the Wild (Warriors, #1)",Erin Hunter,4.11,Juvenile Fiction,5.69,EUR,http://books.google.com/books/content?id=iYqzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/111332.Into_the_Wild
Invisible Man,Ralph Ellison,3.92,Fiction,,NAN,http://books.google.com/books/content?id=iSrI-BQqFf0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16981.Invisible_Man
Invisible Monsters,Chuck Palahniuk,4.11,Fiction,,NAN,http://books.google.com/books/content?id=SaGhAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36236125-invisible-monsters
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.11,Fiction,,NAN,,https://www.goodreads.com/book/show/90202302-iron-flame
"Ishmael (Ishmael, #1)",Daniel Quinn,4.11,Nan,,NAN,http://books.google.com/books/content?id=n68ouYJ2HyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40611328-ishmael
Island of the Blue Dolphins,Scott O'Dell,3.88,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=8oV5m9phpoYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins
It,Stephen        King,4.24,Fiction,,NAN,http://books.google.com/books/content?id=iCWgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/830502.It
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.11,Cults,,NAN,,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,Fiction,11.86,EUR,http://books.google.com/books/content?id=peTPCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27362503-it-ends-with-us
It's Kind of a Funny Story,Ned Vizzini,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=3VLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story
Ivanhoe,Walter Scott,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/6440.Ivanhoe
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.61,Fiction,,NAN,http://books.google.com/books/content?id=8geXpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set
James and the Giant Peach,Roald Dahl,4.04,Juvenile Fiction,8.99,EUR,http://books.google.com/books/content?id=58fLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
Jane Eyre,Charlotte Brontë,4.16,Governesses In Literature,,NAN,,https://www.goodreads.com/book/show/10210.Jane_Eyre
Jitterbug Perfume,Tom Robbins,4.11,Fiction,7.07,EUR,http://books.google.com/books/content?id=9K6oJ3mezL4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume
John Adams,David McCullough,4.11,Biography & Autobiography,,NAN,http://books.google.com/books/content?id=GHMnz8G0GTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2203.John_Adams
Johnny Got His Gun,Dalton Trumbo,4.11,Motion Picture Plays,,NAN,,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun
Jonathan Livingston Seagull,Richard Bach,3.86,Fiction,,NAN,http://books.google.com/books/content?id=0lHRBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull
Jonathan Strange & Mr Norrell,Susanna Clarke,4.11,Fiction,13.81,EUR,http://books.google.com/books/content?id=xTG1BM3u8MoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell
Jude the Obscure,Thomas Hardy,4.11,Nan,,NAN,http://books.google.com/books/content?id=tU0VvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50798.Jude_the_Obscure
Julius Caesar,William Shakespeare,4.11,Nan,,NAN,http://books.google.com/books/content?id=8sxUq2vKYlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13006.Julius_Caesar
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.13,Performing Arts,,NAN,http://books.google.com/books/content?id=DuAsEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40604658-jurassic-park
Just Listen,Sarah Dessen,4.11,Juvenile Fiction,7.99,EUR,http://books.google.com/books/content?id=Gyg1w8rbp24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51738.Just_Listen
Kafka on the Shore,Haruki Murakami,4.12,Fiction,8.99,EUR,http://books.google.com/books/content?id=L6AtuutQHpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore
Keep It in the Family,John Marrs,4.11,Fiction,,NAN,http://books.google.com/books/content?id=dMXnzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=TZoyAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities
Kill Your Friends,John Niven,4.11,Fiction,5.99,EUR,http://books.google.com/books/content?id=ItnGAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2848807-kill-your-friends
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/20559676-killing-sarai
King Lear,William Shakespeare,3.91,Drama,,NAN,http://books.google.com/books/content?id=1XtaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12938.King_Lear
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.11,Fiction,,NAN,http://books.google.com/books/content?id=BjpKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.11,Fiction,,NAN,http://books.google.com/books/content?id=9q2uRs2SN4UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/57727.L_A_Confidential
Lady Chatterley’s Lover,D.H. Lawrence,4.11,Fiction,,NAN,http://books.google.com/books/content?id=EM_c4NRwfuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.23,Fiction,,NAN,http://books.google.com/books/content?id=3jRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/28881.Lamb
Last Exit to Brooklyn,Hubert Selby Jr.,4.11,Fiction,,NAN,http://books.google.com/books/content?id=SB7q4AkMRdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn
