title,author,avg_rating,genre,price,currency,cover_url,link
Rebecca,Daphne du Maurier,4.25,Fiction,13.99,EUR,http://books.google.com/books/content?id=VkeWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17899948-rebecca
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.07,Fiction,,NAN,http://books.google.com/books/content?id=XNp0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28877.Red_Dragon
"Red Queen (Red Queen, #1)",Victoria Aveyard,3.98,Fiction,4.49,EUR,http://books.google.com/books/content?id=EPO9BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/22328546-red-queen
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.11,Fiction,,NAN,http://books.google.com/books/content?id=5P9QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15839976-red-rising
"Red, White & Royal Blue",Casey McQuiston,4.05,Fiction,10.82,EUR,http://books.google.com/books/content?id=1I1xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41150487-red-white-royal-blue
Redeeming Love,Francine  Rivers,4.11,Fiction,12.14,EUR,http://books.google.com/books/content?id=I7eMlFZ-drcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11422.Redeeming_Love
Requiem for a Dream,Hubert Selby Jr.,4.11,Fiction,18.18,EUR,http://books.google.com/books/content?id=E2U-UTULr6cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream
Robinson Crusoe,Daniel Defoe,3.68,Nan,,NAN,,https://www.goodreads.com/book/show/2932.Robinson_Crusoe
Romeo and Juliet,William Shakespeare,3.74,Education,4.49,EUR,http://books.google.com/books/content?id=MtjrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet
Room,Emma Donoghue,4.08,Drama,12.56,EUR,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31685789-room
Roots: The Saga of an American Family,Alex Haley,4.45,History,11.99,EUR,http://books.google.com/books/content?id=aHZKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/546018.Roots
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.11,Drama,,NAN,http://books.google.com/books/content?id=RC6JJmB_JEcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.11,Juvenile Fiction,17.99,EUR,http://books.google.com/books/content?id=oIVLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6325285-rubinrot
"Sabriel (Abhorsen, #1)",Garth Nix,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=HhYSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/518848.Sabriel
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.11,History,10.99,EUR,http://books.google.com/books/content?id=1EiJAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23692271-sapiens
Sarah's Key,Tatiana de Rosnay,4.11,Fiction,4.49,EUR,http://books.google.com/books/content?id=iY5HffoBZcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/556602.Sarah_s_Key
Savages (Savages #2),Don Winslow,4.11,Great Britain,,NAN,http://books.google.com/books/content?id=tFEtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8008928-savages
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.11,Juvenile Fiction,8.99,EUR,http://books.google.com/books/content?id=yYn4vxHd3nEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206760-scarlet
Schindler’s List,Thomas Keneally,4.34,Fiction,,NAN,http://books.google.com/books/content?id=Yfj1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/375013.Schindler_s_List
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=_6TAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28954189-scythe
Seabiscuit: An American Legend,Laura Hillenbrand,4.11,Biography & Autobiography,13.15,EUR,http://books.google.com/books/content?id=oEFpcR9p4GYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/110737.Seabiscuit
Sense and Sensibility,Jane Austen,4.11,Nan,,NAN,http://books.google.com/books/content?id=bcUNAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,Young Adult Fiction,9.09,EUR,http://books.google.com/books/content?id=KqyijSJv8lwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2802316-shadow-kiss
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,4.11,Young Adult Fiction,8.5,EUR,http://books.google.com/books/content?id=Mam8PZhfDCkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10194157-shadow-and-bone
"Shadowfever (Fever, #5)",Karen Marie Moning,4.11,Fiction,3.99,EUR,http://books.google.com/books/content?id=zDwbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7304203-shadowfever
Shantaram,Gregory David Roberts,4.11,Fiction,6.99,EUR,http://books.google.com/books/content?id=5JaxSJlpGmAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/33600.Shantaram
Sharp Objects,Gillian Flynn,4.11,Fiction,8.09,EUR,http://books.google.com/books/content?id=nikRUi7nUj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18045891-sharp-objects
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,Young Adult Fiction,0.99,EUR,http://books.google.com/books/content?id=vtXPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10429045-shatter-me
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,4.11,Fiction,,NAN,http://books.google.com/books/content?id=VdiZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52022378-sheever-s-journal-diary-of-a-poison-master
She’s Come Undone,Wally Lamb,3.92,Fiction,13.84,EUR,http://books.google.com/books/content?id=o447RLwrcgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5203.She_s_Come_Undone
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=Jh47BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6068551-shiver
Shutter Island,Dennis Lehane,4.13,Nan,,NAN,http://books.google.com/books/content?id=v9G2bwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/21686.Shutter_Island
"Shōgun (Asian Saga, #1)",James Clavell,4.41,Fiction,,NAN,http://books.google.com/books/content?id=2wNuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52382796-sh-gun
Siddhartha,Hermann Hesse,4.08,Buddha (The Concept),,NAN,http://books.google.com/books/content?id=L_aUZActwqsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/52036.Siddhartha
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.11,Juvenile Fiction,6.44,EUR,http://books.google.com/books/content?id=pQzGbmCK9q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10637766-silence
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.11,Young Adult Fiction,,NAN,http://books.google.com/books/content?id=9NaEwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,Young Adult Fiction,9.27,EUR,http://books.google.com/books/content?id=yhIRBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23437156-six-of-crows
"Slammed (Slammed, #1)",Colleen Hoover,4.11,Fiction,,NAN,http://books.google.com/books/content?id=Bm9Mn-dKin0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30333938-slammed
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.1,Nan,,NAN,,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five
"Small Gods (Discworld, #13)",Terry Pratchett,4.11,Fiction,,NAN,http://books.google.com/books/content?id=hfusM7bS8PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34484.Small_Gods
Snow Crash,Neal Stephenson,4.11,Computer Programmers,,NAN,http://books.google.com/books/content?id=SXyqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40651883-snow-crash
Snow Falling on Cedars,David Guterson,4.11,Foreign Language Study,,NAN,http://books.google.com/books/content?id=ogoXJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars
Snow Flower and the Secret Fan,Lisa See,4.11,Fiction,11.13,EUR,http://books.google.com/books/content?id=SjNjTyG47vEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan
Something Wicked This Way Comes,Ray Bradbury,4.11,Fiction,4.49,EUR,http://books.google.com/books/content?id=1XUzAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
Song of Solomon,Toni Morrison,4.11,Fiction,,NAN,http://books.google.com/books/content?id=RxkWfF2s7EUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11334.Song_of_Solomon
Sophie’s Choice,William Styron,4.17,Fiction,23.53,EUR,http://books.google.com/books/content?id=-YhTDbmcf4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/228560.Sophie_s_Choice
Sophie’s World,Jostein Gaarder,3.97,Fiction,4.99,EUR,http://books.google.com/books/content?id=J8nE3B5lD9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10959.Sophie_s_World
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,4.11,Cult Members,,NAN,http://books.google.com/books/content?id=H4GpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22107214-souls-unfractured
Speak,Laurie Halse Anderson,4.05,Juvenile Fiction,4.99,EUR,http://books.google.com/books/content?id=3GqlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39280444-speak
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.11,Fiction,,NAN,http://books.google.com/books/content?id=5q6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=8FswGzEr26QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6479259-spirit-bound
Stardust,Neil Gaiman,4.1,Adventure Stories,,NAN,http://books.google.com/books/content?id=UHJUJAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16793.Stardust
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,Nan,,NAN,http://books.google.com/books/content?id=S4isoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22232.Stargirl
Starship Troopers,Robert A. Heinlein,4.11,Fiction,9.99,EUR,http://books.google.com/books/content?id=PSl4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17214.Starship_Troopers
Steppenwolf,Hermann Hesse,4.13,Foreign Language Study,6.99,EUR,http://books.google.com/books/content?id=IrB3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16631.Steppenwolf
Still Alice,Lisa Genova,4.11,Fiction,,NAN,http://books.google.com/books/content?id=dKvQ4f-Bq48C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2153405.Still_Alice
Stoner,John  Williams,4.11,Adultery,,NAN,http://books.google.com/books/content?id=U_REAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/166997.Stoner
"Storm Front (The Dresden Files, #1)",Jim  Butcher,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/47212.Storm_Front
Stranger in a Strange Land,Robert A. Heinlein,3.92,Fiction,3.49,EUR,http://books.google.com/books/content?id=gnwETwF8Zb4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
Survivor,Chuck Palahniuk,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=iUeui6zffaAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36236123-survivor
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.11,Fiction,10.11,EUR,http://books.google.com/books/content?id=TCPOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12749.Swann_s_Way
Taming Flame,Therisa Peimer,4.11,Fiction,5.34,EUR,http://books.google.com/books/content?id=B3N7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61608233-taming-flame
Tao Te Ching,Lao Tzu,4.29,Nan,,NAN,,https://www.goodreads.com/book/show/67896.Tao_Te_Ching
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.11,Fiction,,NAN,http://books.google.com/books/content?id=9Qy4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18134894-tears-of-tess
"Tempted (House of Night, #6)",P.C. Cast,4.11,Juvenile Fiction,4.49,EUR,http://books.google.com/books/content?id=KSMHyDXZJeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6262365-tempted
Tender Is the Night,F. Scott Fitzgerald,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night
Tess of the D’Urbervilles,Thomas Hardy,3.84,Fiction,3.49,EUR,http://books.google.com/books/content?id=QrwzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.11,Young Adult Fiction,9.09,EUR,http://books.google.com/books/content?id=kQ5zDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16101128-the-5th-wave
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.11,Business & Economics,,NAN,http://books.google.com/books/content?id=sm4TAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
The Addiction Manifesto,Jerry Weaver,4.74,Self-Help,,NAN,http://books.google.com/books/content?id=iq9XDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto
The Adventures of Huckleberry Finn,Mark Twain,3.83,Fiction,2.49,EUR,http://books.google.com/books/content?id=6u8sEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,"Detective And Mystery Stories, English",,NAN,http://books.google.com/books/content?id=L-I99mByKUsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
The Adventures of Tom Sawyer,Mark Twain,3.92,Fiction,,NAN,http://books.google.com/books/content?id=t5yFTpIJYhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer
The Aeneid,Virgil,4.11,Poetry,9.49,EUR,http://books.google.com/books/content?id=EeeeiUmD4hgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12914.The_Aeneid
The Age of Innocence,Edith Wharton,4.11,Juvenile Fiction,2.55,EUR,http://books.google.com/books/content?id=8iXZCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence
The Agony and the Ecstasy,Irving Stone,4.11,Nan,,NAN,http://books.google.com/books/content?id=j8DlGG-jhskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
The Alchemist,Paulo Coelho,3.92,Business & Economics,10.21,EUR,http://books.google.com/books/content?id=FEL8DlqjYEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/865.The_Alchemist
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.11,Fiction,10.11,EUR,http://books.google.com/books/content?id=clOrZLvg56kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40024.The_Alienist
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,Fiction,14.16,EUR,http://books.google.com/books/content?id=3T61gEg6WhwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=7EglAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.11,Juvenile Fiction,2.99,EUR,http://books.google.com/books/content?id=2p2YVoonkxUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13152.The_Angel_Experiment
The Arabian Nights,Anonymous,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/93101.The_Arabian_Nights
The Art of Racing in the Rain,Garth Stein,4.23,Fiction,9.99,EUR,http://books.google.com/books/content?id=s8zIH7dnYCsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain
The Art of War,Sun Tzu,4.11,History,9.99,EUR,http://books.google.com/books/content?id=3dY4DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10534.The_Art_of_War
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.11,Fiction,10.04,EUR,http://books.google.com/books/content?id=A0AXAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade
The Awakening,Kate Chopin,3.69,Fiction,,NAN,http://books.google.com/books/content?id=KFyuAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/58345.The_Awakening
The BFG,Roald Dahl,4.23,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=sf4lzGnXuDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6319.The_BFG
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.11,Juvenile Fiction,5.69,EUR,http://books.google.com/books/content?id=sUtrdMJvFXAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/78411.The_Bad_Beginning
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,4.11,Young Adult Fiction,10.82,EUR,http://books.google.com/books/content?id=f05VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.42,"Animals, Mythical",,NAN,http://books.google.com/books/content?id=SRFuuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth
The Beach,Alex Garland,4.11,Fiction,,NAN,http://books.google.com/books/content?id=cZWZ_Scx7u8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/607639.The_Beach
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.11,Fiction,4.49,EUR,http://books.google.com/books/content?id=wgxMqRRWzT8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30868.The_Bean_Trees
The Bell Jar,Sylvia Plath,4.05,Fiction,,NAN,http://books.google.com/books/content?id=vRPtAQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6514.The_Bell_Jar
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,4.11,Fiction,0.99,EUR,http://books.google.com/books/content?id=ZgfbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2052.The_Big_Sleep
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,4.11,Nan,,NAN,,https://www.goodreads.com/book/show/128765450-the-black-dahlia-ellroy-james-author-aug-01-2006-paperback
The Blind Assassin,Margaret Atwood,4.11,Fiction,5.99,EUR,http://books.google.com/books/content?id=4WcFyY8ZEgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.11,Juvenile Fiction,,NAN,http://books.google.com/books/content?id=9N_awAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
The Bluest Eye,Toni Morrison,4.11,Fiction,,NAN,http://books.google.com/books/content?id=12_KUGLXigMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11337.The_Bluest_Eye
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.2,Fiction,5.49,EUR,http://books.google.com/books/content?id=lzrFiFmJP1gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2373.The_Bone_Collector
The Book Thief,Markus Zusak,4.39,Young Adult Fiction,15.17,EUR,http://books.google.com/books/content?id=01EZAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19063.The_Book_Thief
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.11,Mormon Church,,NAN,http://books.google.com/books/content?id=hrSAuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.11,Foreign Language Study,,NAN,http://books.google.com/books/content?id=KYaERAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7869.The_Bourne_Identity
The Boy in the Striped Pajamas,John Boyne,4.16,Young Adult Fiction,7.99,EUR,http://books.google.com/books/content?id=FKMAmEWLim8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas
The Bridges of Madison County,Robert James Waller,4.11,Fiction,5.99,EUR,http://books.google.com/books/content?id=eb03AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.11,Fiction,10.99,EUR,http://books.google.com/books/content?id=BI6y5UpBDg4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
The Brothers Karamazov,Fyodor Dostoevsky,4.39,Nan,,NAN,,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov
The Call of the Wild,Jack London,3.91,Nan,,NAN,http://books.google.com/books/content?id=j0oYi3O_tvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild
The Canterbury Tales,Geoffrey Chaucer,3.52,Poetry,,NAN,http://books.google.com/books/content?id=PtEy4VKRH_QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales
"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,4.19,Brothers And Sisters,,NAN,http://books.google.com/books/content?id=rFfhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat
The Catcher in the Rye,J.D. Salinger,3.8,Study Aids,,NAN,http://books.google.com/books/content?id=M3dJfixJ6lIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.42,Nan,,NAN,http://books.google.com/books/content?id=fZCezwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds
"The Chosen (Reuven Malter, #1)",Chaim Potok,4.11,Religion,22.75,EUR,http://books.google.com/books/content?id=xvTEDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/187181.The_Chosen
