title,author,avg_rating,genre,cover_url,link
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,,Fiction,http://books.google.com/books/content?id=9q2uRs2SN4UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/57727.L_A_Confidential
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,,Juvenile Fiction,http://books.google.com/books/content?id=9N_awAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,,Fiction,http://books.google.com/books/content?id=LyV8zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,,Fiction,http://books.google.com/books/content?id=-xXaKrrBY40C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned
"Hidden Bodies (You, #2)",Caroline Kepnes,,Fiction,,https://www.goodreads.com/book/show/29430824-hidden-bodies
Ask for Andrea,Noelle W. Ihli,,Fiction,http://books.google.com/books/content?id=9sJVEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60168787-ask-for-andrea
Gravity’s Rainbow,Thomas Pynchon,,Fiction,http://books.google.com/books/content?id=GGPm4I3BbxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,,Fiction,http://books.google.com/books/content?id=Yr32gqStb8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27003.The_Eyre_Affair
The Club,Ellery Lloyd,,Fiction,http://books.google.com/books/content?id=iBg_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58536005-the-club
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,,Fiction,http://books.google.com/books/content?id=gwnBvz8pIUMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
"Think Twice (Myron Bolitar, #12)",Harlan Coben,,Fiction,http://books.google.com/books/content?id=MgXREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/198494009-think-twice
All the King's Men,Robert Penn Warren,,Fiction,http://books.google.com/books/content?id=QRO0ie4ZX6oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5527.All_the_King_s_Men
Invisible Monsters,Chuck Palahniuk,,Fiction,http://books.google.com/books/content?id=SaGhAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36236125-invisible-monsters
House of Leaves,Mark Z. Danielewski,,Fiction,http://books.google.com/books/content?id=o6NzGNODRjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/24800.House_of_Leaves
Head Like a Hole,Andrew Van Wey,,Fiction,http://books.google.com/books/content?id=hqhfzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/61800582-head-like-a-hole
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,,Fiction,http://books.google.com/books/content?id=Bh9VrfptqScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/64216.Guards_Guards_
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,,Fantasy fiction,http://books.google.com/books/content?id=fAyjAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/35729.Lover_Eternal
"My Sister, the Serial Killer",Oyinkan Braithwaite,,,,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,,Fiction,http://books.google.com/books/content?id=X_haEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,,Fiction,http://books.google.com/books/content?id=bjWOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,,Young Adult Nonfiction,http://books.google.com/books/content?id=dKk4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/143416043-in-cold-blood-by-truman-capote-random-2002
Because of Winn-Dixie,Kate DiCamillo,,Juvenile Fiction,http://books.google.com/books/content?id=ddRIAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie
The Roommate,Kiersten Modglin,,,http://books.google.com/books/content?id=F_FAzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/57040367-the-roommate
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,,Foreign Language Study,http://books.google.com/books/content?id=KYaERAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7869.The_Bourne_Identity
"Poison Study (Study, #1)",Maria V. Snyder,,Juvenile Fiction,http://books.google.com/books/content?id=utKdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60510.Poison_Study
Seabiscuit: An American Legend,Laura Hillenbrand,,Biography & Autobiography,http://books.google.com/books/content?id=oEFpcR9p4GYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/110737.Seabiscuit
Foucault’s Pendulum,Umberto Eco,,Fiction,http://books.google.com/books/content?id=_JJOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,,Fiction,http://books.google.com/books/content?id=uxxjI0XZR-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
Look Closer,David Ellis,,Fiction,http://books.google.com/books/content?id=TopGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59316367-look-closer
The Girl Who Was Taken,Charlie Donlea,,Fiction,http://books.google.com/books/content?id=I0VRDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/39657755-the-girl-who-was-taken
The Memory Keeper's Daughter,Kim Edwards,,Fiction,http://books.google.com/books/content?id=MsnkwPLcO3UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter
The Ocean at the End of the Lane,Neil Gaiman,,Fiction,http://books.google.com/books/content?id=04eIA3RwGbwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane
The Iliad,Homer,,History,http://books.google.com/books/content?id=sos0paw_-cEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1371.The_Iliad
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,,Juvenile Fiction,http://books.google.com/books/content?id=GVPGAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1582996.City_of_Ashes
Angels Fall,Nora Roberts,,Fiction,http://books.google.com/books/content?id=8s4oELPEVK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/26050.Angels_Fall
Mythology,Edith Hamilton,,Social Science,http://books.google.com/books/content?id=oZU3AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23522.Mythology
Peace Like a River,Leif Enger,,Fiction,http://books.google.com/books/content?id=txtlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/227571.Peace_Like_a_River
The Night Before Christmas,Clement Clarke Moore,,,,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas
A People’s History of the United States: 1492 - Present,Howard Zinn,,History,http://books.google.com/books/content?id=F3c_Ujq4l2oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States
"Not Forever, But For Now",Chuck Palahniuk,,Fiction,http://books.google.com/books/content?id=7I8ZEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/101145468-not-forever-but-for-now
If We Were Villains,M.L. Rio,,Fiction,http://books.google.com/books/content?id=fzOxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30319086-if-we-were-villains
"Where She Went (If I Stay, #2)",Gayle Forman,,Juvenile Fiction,http://books.google.com/books/content?id=P9nYoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/8492825-where-she-went
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,,,,https://www.goodreads.com/book/show/1554.Oedipus_Rex
"The Talisman (The Talisman, #1)",Stephen        King,,Fiction,http://books.google.com/books/content?id=6kTyY_AvjrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59219.The_Talisman
The History of Love,Nicole Krauss,,Fiction,http://books.google.com/books/content?id=N15cexxVFh8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3867.The_History_of_Love
Galveston,Nic Pizzolatto,,Fiction,http://books.google.com/books/content?id=aqDQAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7203669-galveston
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,,Fiction,,https://www.goodreads.com/book/show/46756.Oryx_and_Crake
Notes on an Execution,Danya Kukafka,,Fiction,http://books.google.com/books/content?id=-HgyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/57773248-notes-on-an-execution
Grimm's Fairy Tales,Jacob Grimm,,Fiction,http://books.google.com/books/content?id=Pq-TDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,,Fiction,http://books.google.com/books/content?id=1TsCw44n8SAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10967.The_Fiery_Cross
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,,Fiction,http://books.google.com/books/content?id=7wV6JAOGRTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2767793-the-hero-of-ages
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,,Young Adult Fiction,http://books.google.com/books/content?id=9NaEwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
Native Son,Richard Wright,,,,https://www.goodreads.com/book/show/15622.Native_Son
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,,Fiction,http://books.google.com/books/content?id=3Y28AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories
The Midnight Library,Matt Haig,,Fiction,http://books.google.com/books/content?id=M53SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52578297-the-midnight-library
"Champion (Legend, #3)",Marie Lu,,Juvenile Fiction,http://books.google.com/books/content?id=2EUtoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/14290364-champion
"Gone (Gone, #1)",Michael  Grant,,,,https://www.goodreads.com/book/show/2536134.Gone
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,,Fiction,http://books.google.com/books/content?id=DrSZF-wDZCAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes
Archer's Voice,Mia Sheridan,,Fiction,http://books.google.com/books/content?id=ja5BDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32822135-archer-s-voice
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,,Fiction,http://books.google.com/books/content?id=3a28BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/682804.The_Killer_Angels
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,,Young Adult Fiction,http://books.google.com/books/content?id=gxo-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/58679358-one-of-us-is-lying
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,,Fiction,http://books.google.com/books/content?id=z66WDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6853.One_for_the_Money
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,,Religion,http://books.google.com/books/content?id=RHewj3pyXNsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life
I Am Legend and Other Stories,Richard Matheson,,Horror tales,http://books.google.com/books/content?id=eTNgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
If on a Winter’s Night a Traveler,Italo Calvino,,Fiction,http://books.google.com/books/content?id=R9qnfnugEOsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,,Fiction,http://books.google.com/books/content?id=_GcwEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/47989.Night_Watch
Starship Troopers,Robert A. Heinlein,,Fiction,http://books.google.com/books/content?id=PSl4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17214.Starship_Troopers
"Left Behind (Left Behind, #1)",Tim LaHaye,,Fiction,http://books.google.com/books/content?id=poKnuATl3DsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27523.Left_Behind
The Shards,Bret Easton Ellis,,Fiction,http://books.google.com/books/content?id=yoRrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60880820-the-shards
The Tesseract,Alex Garland,,Fiction,http://books.google.com/books/content?id=zM0O7OHxRpcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/243257.The_Tesseract
Watchers,Dean Koontz,,Fiction,http://books.google.com/books/content?id=LhrBLQp9QtoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32423.Watchers
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,,Young Adult Fiction,http://books.google.com/books/content?id=1-y1nQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for
"Shadowfever (Fever, #5)",Karen Marie Moning,,Fiction,http://books.google.com/books/content?id=zDwbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7304203-shadowfever
"Darkfever (Fever, #1)",Karen Marie Moning,,Fiction,http://books.google.com/books/content?id=NQQYEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/112750.Darkfever
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,,Juvenile Fiction,http://books.google.com/books/content?id=kPFLCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
"Corrupt (Devil's Night, #1)",Penelope Douglas,,,http://books.google.com/books/content?id=xos9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/58124274-corrupt
Tokyo: The Devil of Nanking,Mo Hayder,,British,http://books.google.com/books/content?id=W1OhAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6347010-tokyo
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,,Fiction,http://books.google.com/books/content?id=weDMJGr5G7EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
The Magus,John Fowles,,Fiction,http://books.google.com/books/content?id=zILyw41Lr8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16286.The_Magus
Libra,Don DeLillo,,Fiction,http://books.google.com/books/content?id=rYpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/400.Libra
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,,Fiction,http://books.google.com/books/content?id=tnX464mjjbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,,Young Adult Fiction,http://books.google.com/books/content?id=f05VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,,Juvenile Fiction,http://books.google.com/books/content?id=_6TAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28954189-scythe
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,,Mormon Church,http://books.google.com/books/content?id=hrSAuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,,Fiction,http://books.google.com/books/content?id=DEJHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13831.Alanna
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,,Fiction,http://books.google.com/books/content?id=iS4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart
John Adams,David McCullough,,Biography & Autobiography,http://books.google.com/books/content?id=GHMnz8G0GTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2203.John_Adams
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,,Drama,http://books.google.com/books/content?id=RC6JJmB_JEcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
Under the Dome,Stephen        King,,Fiction,http://books.google.com/books/content?id=WxLgAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6320534-under-the-dome
Possession,A.S. Byatt,,Fiction,http://books.google.com/books/content?id=F0ZPojrhpSsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41219.Possession
The Blind Assassin,Margaret Atwood,,Fiction,http://books.google.com/books/content?id=4WcFyY8ZEgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
"Pretties (Uglies, #2)",Scott Westerfeld,,Young Adult Fiction,http://books.google.com/books/content?id=5nIoLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/24768.Pretties
"The Death Cure (The Maze Runner, #3)",James Dashner,,Young Adult Fiction,http://books.google.com/books/content?id=8t5GVWLo_eEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7864437-the-death-cure
Cosmos,Carl Sagan,,Science,http://books.google.com/books/content?id=EIqoiww1r9sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/55030.Cosmos
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,,Juvenile Fiction,http://books.google.com/books/content?id=QmhTO4zrxooC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
House of Sand and Fog,Andre Dubus III,,Fiction,http://books.google.com/books/content?id=-Lc-BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,,Fiction,http://books.google.com/books/content?id=P0nYCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14995.Odd_Thomas
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,,Juvenile Fiction,http://books.google.com/books/content?id=TZoyAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities
The Agony and the Ecstasy,Irving Stone,,,http://books.google.com/books/content?id=j8DlGG-jhskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
Papillon,Henri Charrière,,Biography & Autobiography,http://books.google.com/books/content?id=xJ_woREuhOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6882.Papillon
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,,History,http://books.google.com/books/content?id=gmcrDcOyioQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
The Sirens of Titan,Kurt Vonnegut Jr.,,Fiction,http://books.google.com/books/content?id=YuLuAn3itnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan
"Consequences (Consequences, #1)",Aleatha Romig,,,http://books.google.com/books/content?id=-6QzvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/12368985-consequences
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,,Fiction,http://books.google.com/books/content?id=w2496VwR1nIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/304027.Lover_Unbound
On Writing: A Memoir of the Craft,Stephen        King,,Language Arts & Disciplines,http://books.google.com/books/content?id=TlzhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10569.On_Writing
The Winter of Frankie Machine,Don Winslow,,Fiction,http://books.google.com/books/content?id=xiHLFuEONPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/164760.The_Winter_of_Frankie_Machine
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,,Business & Economics,http://books.google.com/books/content?id=kxsQhM4D8uIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1202.Freakonomics
Veronika Decides to Die,Paulo Coelho,,,,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
"Truth (Consequences, #2)",Aleatha Romig,,,,https://www.goodreads.com/book/show/16070018-truth
How to Win Friends & Influence People,Dale Carnegie,,Self-Help,http://books.google.com/books/content?id=hCf-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
A Heartbreaking Work of Staggering Genius,Dave Eggers,,Biography & Autobiography,http://books.google.com/books/content?id=OSfpEJpJzrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
"Storm Front (The Dresden Files, #1)",Jim  Butcher,,,,https://www.goodreads.com/book/show/47212.Storm_Front
The Elegance of the Hedgehog,Muriel Barbery,,Fiction,http://books.google.com/books/content?id=GFktEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog
Corelli’s Mandolin,Louis de Bernières,,Fiction,http://books.google.com/books/content?id=7tB8YAmy9XUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
The Drowning Woman,Robyn Harding,,Fiction,http://books.google.com/books/content?id=04SSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/62874245-the-drowning-woman
"Magical Midlife Awakening (Leveling Up, #9)",K.F. Breene,,Fiction,http://books.google.com/books/content?id=DJ6n0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/205840559-magical-midlife-awakening
"Prodigy (Legend, #2)",Marie Lu,,Juvenile Fiction,http://books.google.com/books/content?id=0wvQngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13414446-prodigy
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,,,http://books.google.com/books/content?id=zsxx0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/205338104-murder-on-family-grounds
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,,Fiction,http://books.google.com/books/content?id=7JNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz
The Witch of Blackbird Pond,Elizabeth George Speare,,Juvenile Fiction,http://books.google.com/books/content?id=6WGTMG3bF88C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond
Stoner,John  Williams,,Adultery,http://books.google.com/books/content?id=U_REAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/166997.Stoner
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,,,,https://www.goodreads.com/book/show/20559676-killing-sarai
