title,author,avg_rating,genre,cover_url,link
A Man Called Ove,Fredrik Backman,,Fiction,http://books.google.com/books/content?id=b2CZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18774964-a-man-called-ove
"Cannery Row (Cannery Row, #1)",John Steinbeck,,History,http://books.google.com/books/content?id=fc4PAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4799.Cannery_Row
"Caraval (Caraval, #1)",Stephanie Garber,,Young Adult Fiction,http://books.google.com/books/content?id=2ywKDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27883214-caraval
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,,Juvenile Fiction,http://books.google.com/books/content?id=ghGcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,,Juvenile Fiction,http://books.google.com/books/content?id=4zjrLRwM3mAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7090447-the-red-pyramid
"Bared to You (Crossfire, #1)",Sylvia Day,,,,https://www.goodreads.com/book/show/20448515-bared-to-you
What Lies in the Woods,Kate Alice Marshall,,Fiction,http://books.google.com/books/content?id=RJRpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,,Young Adult Fiction,http://books.google.com/books/content?id=f_wC0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,,Juvenile Fiction,http://books.google.com/books/content?id=2QlKAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206828-cress
"Cry, the Beloved Country",Alan Paton,,Fiction,http://books.google.com/books/content?id=YrXMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
Are You My Mother?,P.D. Eastman,,Juvenile Fiction,http://books.google.com/books/content?id=Et9gd7otqj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
"Torment (Fallen, #2)",Lauren Kate,,Young Adult Fiction,http://books.google.com/books/content?id=IYApAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7740152-torment
The Polar Express,Chris Van Allsburg,,,,https://www.goodreads.com/book/show/420282.The_Polar_Express
I'll Give You the Sun,Jandy Nelson,,Young Adult Fiction,http://books.google.com/books/content?id=FkY98GejQSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
Cutting for Stone,Abraham   Verghese,,Fiction,http://books.google.com/books/content?id=j-k_WkHneT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3591262-cutting-for-stone
Sarah's Key,Tatiana de Rosnay,,Fiction,http://books.google.com/books/content?id=iY5HffoBZcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/556602.Sarah_s_Key
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,,Young Adult Fiction,http://books.google.com/books/content?id=QkTAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/75513900-powerless
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,,Fiction,http://books.google.com/books/content?id=WDIyAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4268157-perfect-chemistry
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,,Biography & Autobiography,http://books.google.com/books/content?id=gt7EQgH8-b4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1898.Into_Thin_Air
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,,Fiction,http://books.google.com/books/content?id=sxnIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/55710822-better-than-the-movies
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,,Juvenile Fiction,http://books.google.com/books/content?id=1-_eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
Last Exit to Brooklyn,Hubert Selby Jr.,,Fiction,http://books.google.com/books/content?id=SB7q4AkMRdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,,Fiction,http://books.google.com/books/content?id=mynyTFFmc_0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15863832-angelfall
Sapiens: A Brief History of Humankind,Yuval Noah Harari,,History,http://books.google.com/books/content?id=1EiJAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23692271-sapiens
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,,Juvenile Fiction,http://books.google.com/books/content?id=HcEjwi1cZO0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,,Juvenile Fiction,http://books.google.com/books/content?id=yYn4vxHd3nEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206760-scarlet
Normal People,Sally Rooney,,Fiction,http://books.google.com/books/content?id=NBIVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41057294-normal-people
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,,Young Adult Fiction,http://books.google.com/books/content?id=QBnjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,,Fiction,http://books.google.com/books/content?id=8OJ7ZTNXXe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,,Juvenile Fiction,http://books.google.com/books/content?id=AopDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10576365-the-darkest-minds
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,,Fiction,http://books.google.com/books/content?id=YznVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
"Sabriel (Abhorsen, #1)",Garth Nix,,Juvenile Fiction,http://books.google.com/books/content?id=HhYSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/518848.Sabriel
No Country for Old Men,Cormac McCarthy,,Fiction,http://books.google.com/books/content?id=3Ksa5vqnc8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men
The Art of War,Sun Tzu,,History,http://books.google.com/books/content?id=3dY4DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10534.The_Art_of_War
"Chocolat (Chocolat, #1)",Joanne Harris,,,http://books.google.com/books/content?id=-wIcGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/47401.Chocolat
The Westing Game,Ellen Raskin,,Juvenile Fiction,http://books.google.com/books/content?id=CEy5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/902.The_Westing_Game
The Summoning (Darkest Powers #1),Kelley Armstrong,,Young Adult Fiction,http://books.google.com/books/content?id=TAajAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2800905-the-summoning
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,,Fiction,http://books.google.com/books/content?id=TCPOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12749.Swann_s_Way
American Tabloid (Underworld USA #1),James Ellroy,,,http://books.google.com/books/content?id=5PAbvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/36064.American_Tabloid
The Last Lecture,Randy Pausch,,Biography & Autobiography,http://books.google.com/books/content?id=S8jaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40611510-the-last-lecture
"Red Rising (Red Rising Saga, #1)",Pierce Brown,,Fiction,http://books.google.com/books/content?id=5P9QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15839976-red-rising
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,,Juvenile Fiction,http://books.google.com/books/content?id=pQzGbmCK9q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10637766-silence
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,,Juvenile Fiction,http://books.google.com/books/content?id=ICLghxJ7k4wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer
Just Listen,Sarah Dessen,,Juvenile Fiction,http://books.google.com/books/content?id=Gyg1w8rbp24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51738.Just_Listen
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,,Fiction,http://books.google.com/books/content?id=Tw7KXnFNEIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,,Juvenile Fiction,http://books.google.com/books/content?id=AVOgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/179064.The_Goose_Girl
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,,Biography & Autobiography,http://books.google.com/books/content?id=qMxjqhMOLJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
Twelfth Night,William Shakespeare,,Drama,http://books.google.com/books/content?id=bwWzPPsfudQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1625.Twelfth_Night
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,,Young Adult Fiction,http://books.google.com/books/content?id=DnEtjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7747374-i-am-number-four
Winter's Bone,Daniel Woodrell,,Fiction,http://books.google.com/books/content?id=cykFgbbaw38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/112525.Winter_s_Bone
Lady Chatterley’s Lover,D.H. Lawrence,,Fiction,http://books.google.com/books/content?id=EM_c4NRwfuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
Savages (Savages #2),Don Winslow,,Great Britain,http://books.google.com/books/content?id=tFEtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8008928-savages
A Simple Plan,Scott        Smith,,,,https://www.goodreads.com/book/show/21727.A_Simple_Plan
I Capture the Castle,Dodie Smith,,Fiction,http://books.google.com/books/content?id=8KhXzo96YjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
Clockers,Richard Price,,Fiction,http://books.google.com/books/content?id=EyvxLArvHiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/45794.Clockers
Nine Stories,J.D. Salinger,,Fiction,http://books.google.com/books/content?id=SFerswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/4009.Nine_Stories
"Trainspotting (Mark Renton, #2)",Irvine Welsh,,Fiction,http://books.google.com/books/content?id=JKodDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/135836.Trainspotting
Kill Your Friends,John Niven,,Fiction,http://books.google.com/books/content?id=ItnGAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2848807-kill-your-friends
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,,Fiction,http://books.google.com/books/content?id=FXlkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/29127.The_Last_Unicorn
The Truth About Forever,Sarah Dessen,,Young Adult Fiction,http://books.google.com/books/content?id=XKLOoEh-XvQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
Layer Cake,J.J. Connolly,,Fiction,http://books.google.com/books/content?id=c_AlEVEFoNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/29421.Layer_Cake
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,,Fiction,http://books.google.com/books/content?id=5q6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
"Ishmael (Ishmael, #1)",Daniel Quinn,,,http://books.google.com/books/content?id=n68ouYJ2HyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40611328-ishmael
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,,Fiction,http://books.google.com/books/content?id=YCBFxU5rGzAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/140077.Dead_to_the_World
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,,Fiction,http://books.google.com/books/content?id=BjpKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
Penance,Eliza  Clark,,Fiction,http://books.google.com/books/content?id=_hiQEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/62898932-penance
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,,Fiction,http://books.google.com/books/content?id=BI6y5UpBDg4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,,Biography & Autobiography,http://books.google.com/books/content?id=pSFZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24861.Demian
The Hours,Michael Cunningham,,Fiction,http://books.google.com/books/content?id=87s9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11899.The_Hours
Julius Caesar,William Shakespeare,,,http://books.google.com/books/content?id=8sxUq2vKYlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13006.Julius_Caesar
The Glass Castle,Jeannette Walls,,Biography & Autobiography,http://books.google.com/books/content?id=BTMknk-qvacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7445.The_Glass_Castle
"You Are Special (Wemmicksville, #1)",Max Lucado,,Children's stories,http://books.google.com/books/content?id=UZV5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/56728.You_Are_Special
Trainspotting,Irvine Welsh,,Art,http://books.google.com/books/content?id=VVrWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23955.Trainspotting
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,,Juvenile Fiction,http://books.google.com/books/content?id=FD72ekYZqIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,,Fiction,http://books.google.com/books/content?id=3nyUar3bx0QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40909452-drums-of-autumn
The Arabian Nights,Anonymous,,,,https://www.goodreads.com/book/show/93101.The_Arabian_Nights
Cyrano de Bergerac,Edmond Rostand,,Drama,http://books.google.com/books/content?id=4kgBDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac
The Quiet Tenant,Clémence Michallon,,Fiction,http://books.google.com/books/content?id=LEk9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61897971-the-quiet-tenant
"Slammed (Slammed, #1)",Colleen Hoover,,Fiction,http://books.google.com/books/content?id=Bm9Mn-dKin0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30333938-slammed
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,,Comics & Graphic Novels,http://books.google.com/books/content?id=ZdAkvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2299110.Acheron
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,,,,https://www.goodreads.com/book/show/128765450-the-black-dahlia-ellroy-james-author-aug-01-2006-paperback
City of God,Paulo Lins,,Fiction,http://books.google.com/books/content?id=oYBHhzKShY4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/165662.City_of_God
The Holy Bible: King James Version,Anonymous,,Fiction,http://books.google.com/books/content?id=yJULwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1923820.The_Holy_Bible
The Glass Menagerie,Tennessee Williams,,Drama,http://books.google.com/books/content?id=WwYCaTrBYFAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/92517.The_Glass_Menagerie
Audition,Ryū Murakami,,Fiction,http://books.google.com/books/content?id=m3oqAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/3392668-audition
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,,,http://books.google.com/books/content?id=SnRqzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/62986809-pericles-and-aspasia
"World Without End (Kingsbridge, #2)",Ken Follett,,Fiction,http://books.google.com/books/content?id=T00rvkLKp6oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5064.World_Without_End
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,,Juvenile Fiction,http://books.google.com/books/content?id=Uh9zDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,,Juvenile Fiction,http://books.google.com/books/content?id=kGklAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go
"1Q84 (1Q84, #1-3)",Haruki Murakami,,Education,http://books.google.com/books/content?id=VkhtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10357575-1q84
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,,Young Adult Fiction,http://books.google.com/books/content?id=YIk0EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood
We Need to Talk About Kevin,Lionel Shriver,,Fiction,http://books.google.com/books/content?id=GNp0SptFYg8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin
High-Rise,J.G. Ballard,,Fiction,http://books.google.com/books/content?id=smsrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/12331767-high-rise
"[No Country for Old Men] (By: Cormac McCarthy) [published: December, 2007]",Cormac McCarthy,,English fiction,,https://www.goodreads.com/book/show/131313317-no-country-for-old-men-by
"Carry On (Simon Snow, #1)",Rainbow Rowell,,Young Adult Fiction,http://books.google.com/books/content?id=DLxtCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/32768522-carry-on
"Hunted (House of Night, #5)",P.C. Cast,,Young Adult Fiction,http://books.google.com/books/content?id=L9H_4SnTKlkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4134071-hunted
The Killer Inside Me,Jim Thompson,,Fiction,http://books.google.com/books/content?id=q7KEvoD9RDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/298663.The_Killer_Inside_Me
"The Scorch Trials (The Maze Runner, #2)",James Dashner,,Young Adult Fiction,http://books.google.com/books/content?id=Rdwosb3edv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7631105-the-scorch-trials
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,,Fiction,http://books.google.com/books/content?id=lCGyHH-9ThMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,,,,https://www.goodreads.com/book/show/12513614-captive-in-the-dark
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,,Fiction,http://books.google.com/books/content?id=klaD0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/205404157-viciously-yours
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,,Juvenile Fiction,http://books.google.com/books/content?id=Mx-ln_GJaGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/65641.The_Silver_Chair
No One Can Know,Kate Alice Marshall,,Fiction,http://books.google.com/books/content?id=9G3eEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/127305892-no-one-can-know
Taming Flame,Therisa Peimer,,Fiction,http://books.google.com/books/content?id=B3N7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61608233-taming-flame
Before I Fall,Lauren Oliver,,Fiction,http://books.google.com/books/content?id=yzoUcIuczs8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6482837-before-i-fall
The Merchant of Venice,William Shakespeare,,Comics & Graphic Novels,http://books.google.com/books/content?id=2Rbp7JGn88oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice
Interpreter of Maladies,Jhumpa Lahiri,,Fiction,http://books.google.com/books/content?id=w4bZtp8Azw8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,,Juvenile Fiction,http://books.google.com/books/content?id=rThEBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7664041-inheritance
Gray After Dark,Noelle W. Ihli,,Fiction,http://books.google.com/books/content?id=rBdXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/204787816-gray-after-dark
"Inferno (Robert Langdon, #4)",Dan    Brown,,Fiction,http://books.google.com/books/content?id=UsMj7K2IXN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17212231-inferno
Project Hail Mary,Andy Weir,,Fiction,http://books.google.com/books/content?id=-Ff2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/54493401-project-hail-mary
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,,Fiction,http://books.google.com/books/content?id=wgxMqRRWzT8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30868.The_Bean_Trees
"The Secret (The Secret, #1)",Rhonda Byrne,,"Body, Mind & Spirit",http://books.google.com/books/content?id=2sN5kscWNgEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52529.The_Secret
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,,Fiction,http://books.google.com/books/content?id=jI4LBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/366522.P_S_I_Love_You
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,,Juvenile Fiction,http://books.google.com/books/content?id=HoklAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/305234.Wicked_Lovely
A Brief History of Time,Stephen Hawking,,Science,http://books.google.com/books/content?id=A9nWaIpeXhkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,,Young Adult Fiction,http://books.google.com/books/content?id=Vh8YEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/56905097-as-good-as-dead
Educated,Tara Westover,,Biography & Autobiography,http://books.google.com/books/content?id=2ObWDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35133922-educated
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,,,,https://www.goodreads.com/book/show/121749.Prince_Caspian
The Bluest Eye,Toni Morrison,,Fiction,http://books.google.com/books/content?id=12_KUGLXigMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11337.The_Bluest_Eye
