title,author,avg_rating,genre,published_year,price,currency,cover_url,link,published_year,genre,cover_url
Starship Troopers,Robert A. Heinlein,,Unknown,,8.99,,,https://www.goodreads.com/book/show/17214.Starship_Troopers,2014-11-25,Fiction,http://books.google.com/books/content?id=PSl4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Left Behind (Left Behind, #1)",Tim LaHaye,,Unknown,,8.99,,,https://www.goodreads.com/book/show/27523.Left_Behind,2011-03-16,Fiction,http://books.google.com/books/content?id=poKnuATl3DsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Shards,Bret Easton Ellis,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60880820-the-shards,2023-01-17,Fiction,http://books.google.com/books/content?id=yoRrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Watchers,Dean Koontz,,Unknown,,8.99,,,https://www.goodreads.com/book/show/32423.Watchers,2008-05-06,Fiction,http://books.google.com/books/content?id=LhrBLQp9QtoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,,Unknown,,8.99,,,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for,2017-02-14,Young Adult Fiction,http://books.google.com/books/content?id=1-y1nQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Shadowfever (Fever, #5)",Karen Marie Moning,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7304203-shadowfever,2012-10-08,Fiction,http://books.google.com/books/content?id=zDwbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Darkfever (Fever, #1)",Karen Marie Moning,,Unknown,,8.99,,,https://www.goodreads.com/book/show/112750.Darkfever,2025-02-25,Fiction,http://books.google.com/books/content?id=NQQYEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,2015-06-04,Juvenile Fiction,http://books.google.com/books/content?id=kPFLCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Corrupt (Devil's Night, #1)",Penelope Douglas,,Unknown,,8.99,,,https://www.goodreads.com/book/show/58124274-corrupt,2025,,http://books.google.com/books/content?id=xos9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Winter of Frankie Machine,Don Winslow,,Unknown,,8.99,,,https://www.goodreads.com/book/show/164760.The_Winter_of_Frankie_Machine,2010-12-23,Fiction,http://books.google.com/books/content?id=xiHLFuEONPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,2000,Fiction,http://books.google.com/books/content?id=weDMJGr5G7EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Magus,John Fowles,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16286.The_Magus,2010-10-31,Fiction,http://books.google.com/books/content?id=zILyw41Lr8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,,Unknown,,8.99,,,https://www.goodreads.com/book/show/131359.Death_on_the_Nile,2010-10-14,Fiction,http://books.google.com/books/content?id=tnX464mjjbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,,Unknown,,8.99,,,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,2022-09-13,Young Adult Fiction,http://books.google.com/books/content?id=f05VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,,Unknown,,8.99,,,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,2021-09-30,Fiction,http://books.google.com/books/content?id=iS4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,,Unknown,,8.99,,,https://www.goodreads.com/book/show/28954189-scythe,2017-11-28,Juvenile Fiction,http://books.google.com/books/content?id=_6TAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,,Unknown,,8.99,,,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,2006-10-24,Mormon Church,http://books.google.com/books/content?id=hrSAuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,,Unknown,,8.99,,,https://www.goodreads.com/book/show/13831.Alanna,2014-10-21,Fiction,http://books.google.com/books/content?id=DEJHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
John Adams,David McCullough,,Unknown,,8.99,,,https://www.goodreads.com/book/show/2203.John_Adams,2001,Biography & Autobiography,http://books.google.com/books/content?id=GHMnz8G0GTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,2007-12-01,Drama,http://books.google.com/books/content?id=RC6JJmB_JEcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Under the Dome,Stephen        King,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6320534-under-the-dome,2014-02-25,Fiction,http://books.google.com/books/content?id=WxLgAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Possession,A.S. Byatt,,Unknown,,8.99,,,https://www.goodreads.com/book/show/41219.Possession,2012-03-31,Fiction,http://books.google.com/books/content?id=F0ZPojrhpSsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Blind Assassin,Margaret Atwood,,Unknown,,8.99,,,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,2009-09-03,Fiction,http://books.google.com/books/content?id=4WcFyY8ZEgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Pretties (Uglies, #2)",Scott Westerfeld,,Unknown,,8.99,,,https://www.goodreads.com/book/show/24768.Pretties,2012-08-21,Young Adult Fiction,http://books.google.com/books/content?id=5nIoLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Death Cure (The Maze Runner, #3)",James Dashner,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7864437-the-death-cure,2011-10-11,Young Adult Fiction,http://books.google.com/books/content?id=8t5GVWLo_eEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cosmos,Carl Sagan,,Unknown,,8.99,,,https://www.goodreads.com/book/show/55030.Cosmos,2011-07-06,Science,http://books.google.com/books/content?id=EIqoiww1r9sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,,Unknown,,8.99,,,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,2004-05,Juvenile Fiction,http://books.google.com/books/content?id=QmhTO4zrxooC&printsec=frontcover&img=1&zoom=1&source=gbs_api
House of Sand and Fog,Andre Dubus III,,Unknown,,8.99,,,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,2014-08-21,Fiction,http://books.google.com/books/content?id=-Lc-BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,,Unknown,,8.99,,,https://www.goodreads.com/book/show/14995.Odd_Thomas,2015-12-07,Fiction,http://books.google.com/books/content?id=P0nYCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,,Unknown,,8.99,,,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,2013-08-06,Juvenile Fiction,http://books.google.com/books/content?id=TZoyAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Agony and the Ecstasy,Irving Stone,,Unknown,,8.99,,,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,1961,,http://books.google.com/books/content?id=j8DlGG-jhskC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Papillon,Henri Charrière,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6882.Papillon,2001,Biography & Autobiography,http://books.google.com/books/content?id=xJ_woREuhOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,,Unknown,,8.99,,,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,2001-01-23,History,http://books.google.com/books/content?id=gmcrDcOyioQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sirens of Titan,Kurt Vonnegut Jr.,,Unknown,,8.99,,,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,2007-12-18,Fiction,http://books.google.com/books/content?id=YuLuAn3itnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Consequences (Consequences, #1)",Aleatha Romig,,Unknown,,8.99,,,https://www.goodreads.com/book/show/12368985-consequences,2018-11-11,,http://books.google.com/books/content?id=-6QzvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,,Unknown,,8.99,,,https://www.goodreads.com/book/show/304027.Lover_Unbound,2007-09-25,Fiction,http://books.google.com/books/content?id=w2496VwR1nIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
On Writing: A Memoir of the Craft,Stephen        King,,Unknown,,8.99,,,https://www.goodreads.com/book/show/10569.On_Writing,2020-06-02,Language Arts & Disciplines,http://books.google.com/books/content?id=TlzhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,,Unknown,,8.99,,,https://www.goodreads.com/book/show/1202.Freakonomics,2006-10-05,Business & Economics,http://books.google.com/books/content?id=kxsQhM4D8uIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Veronika Decides to Die,Paulo Coelho,,Unknown,,8.99,,,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,2001,,
"Truth (Consequences, #2)",Aleatha Romig,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16070018-truth,,,
How to Win Friends & Influence People,Dale Carnegie,,Unknown,,8.99,,,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,2020-10-12,Self-Help,http://books.google.com/books/content?id=hCf-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Heartbreaking Work of Staggering Genius,Dave Eggers,,Unknown,,8.99,,,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,2013-02-12,Biography & Autobiography,http://books.google.com/books/content?id=OSfpEJpJzrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Storm Front (The Dresden Files, #1)",Jim  Butcher,,Unknown,,8.99,,,https://www.goodreads.com/book/show/47212.Storm_Front,2000,,
The Elegance of the Hedgehog,Muriel Barbery,,Unknown,,8.99,,,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,2025-01-01,Fiction,http://books.google.com/books/content?id=GFktEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Corelli’s Mandolin,Louis de Bernières,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,2011-10-31,Fiction,http://books.google.com/books/content?id=7tB8YAmy9XUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Drowning Woman,Robyn Harding,,Unknown,,8.99,,,https://www.goodreads.com/book/show/62874245-the-drowning-woman,2023-06-13,Fiction,http://books.google.com/books/content?id=04SSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Magical Midlife Awakening (Leveling Up, #9)",K.F. Breene,,Unknown,,8.99,,,https://www.goodreads.com/book/show/205840559-magical-midlife-awakening,2024-03-08,Fiction,http://books.google.com/books/content?id=DJ6n0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Prodigy (Legend, #2)",Marie Lu,,Unknown,,8.99,,,https://www.goodreads.com/book/show/13414446-prodigy,2013-09-13,Juvenile Fiction,http://books.google.com/books/content?id=0wvQngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,,Unknown,,8.99,,,https://www.goodreads.com/book/show/205338104-murder-on-family-grounds,2024,,http://books.google.com/books/content?id=zsxx0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,,Unknown,,8.99,,,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,1986,Fiction,http://books.google.com/books/content?id=7JNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Witch of Blackbird Pond,Elizabeth George Speare,,Unknown,,8.99,,,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,1958,Juvenile Fiction,http://books.google.com/books/content?id=6WGTMG3bF88C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,,Unknown,,8.99,,,https://www.goodreads.com/book/show/40024.The_Alienist,2006-10-24,Fiction,http://books.google.com/books/content?id=clOrZLvg56kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Stoner,John  Williams,,Unknown,,8.99,,,https://www.goodreads.com/book/show/166997.Stoner,1965,Adultery,http://books.google.com/books/content?id=U_REAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,,Unknown,,8.99,,,https://www.goodreads.com/book/show/20559676-killing-sarai,2019-10-22,,
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,,Unknown,,8.99,,,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,2009-09-02,Young Adult Fiction,http://books.google.com/books/content?id=rzPSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Digital Fortress,Dan    Brown,,Unknown,,8.99,,,https://www.goodreads.com/book/show/11125.Digital_Fortress,2015-02-01,,http://books.google.com/books/content?id=Y2c8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Something Wicked This Way Comes,Ray Bradbury,,Unknown,,8.99,,,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,2013-08-29,Fiction,http://books.google.com/books/content?id=1XUzAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Prodigal Summer,Barbara Kingsolver,,Unknown,,8.99,,,https://www.goodreads.com/book/show/14249.Prodigal_Summer,2008-09-04,Fiction,http://books.google.com/books/content?id=UNQ7nSJWwX0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Meditations,Marcus Aurelius,,Unknown,,8.99,,,https://www.goodreads.com/book/show/30659.Meditations,1997,Philosophy,http://books.google.com/books/content?id=VVsmU-4YwFsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Aeneid,Virgil,,Unknown,,8.99,,,https://www.goodreads.com/book/show/12914.The_Aeneid,2003-03-27,Poetry,http://books.google.com/books/content?id=EeeeiUmD4hgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Song of Solomon,Toni Morrison,,Unknown,,8.99,,,https://www.goodreads.com/book/show/11334.Song_of_Solomon,2007-07-24,Fiction,http://books.google.com/books/content?id=RxkWfF2s7EUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Holy Bible: New International Version,Anonymous,,Unknown,,8.99,,,https://www.goodreads.com/book/show/280111.Holy_Bible,2012-09-07,Religion,http://books.google.com/books/content?id=-B__AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Battle Royale,Koushun Takami,,Unknown,,8.99,,,https://www.goodreads.com/book/show/57891.Battle_Royale,2009-11-17,Fiction,http://books.google.com/books/content?id=KnCTngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Babel,R.F. Kuang,,Unknown,,8.99,,,https://www.goodreads.com/book/show/57945316-babel,2022-09-01,Fiction,http://books.google.com/books/content?id=YMpQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18300212-the-trigger,2014-06-03,Biography & Autobiography,http://books.google.com/books/content?id=-szbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18134894-tears-of-tess,2013-08-30,Fiction,http://books.google.com/books/content?id=9Qy4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Around the World in Eighty Days,Jules Verne,,Unknown,,8.99,,,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,2015-12-27,Fiction,http://books.google.com/books/content?id=AhVdEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
This Is How You Lose the Time War,Amal El-Mohtar,,Unknown,,8.99,,,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,2019-07-16,Fiction,http://books.google.com/books/content?id=MLiXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Love Story (Love Story, #1)",Erich Segal,,Unknown,,8.99,,,https://www.goodreads.com/book/show/73968.Love_Story,1880,,http://books.google.com/books/content?id=eBgCAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,2008-10-02,Fiction,http://books.google.com/books/content?id=S-t-icCTcIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,,Unknown,,8.99,,,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe,2014,Cults,
Ficciones,Jorge Luis Borges,,Unknown,,8.99,,,https://www.goodreads.com/book/show/426504.Ficciones,2012-07-26,Fiction,http://books.google.com/books/content?id=bJEfjl2INGMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jitterbug Perfume,Tom Robbins,,Unknown,,8.99,,,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,2003-06-17,Fiction,http://books.google.com/books/content?id=9K6oJ3mezL4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Tempted (House of Night, #6)",P.C. Cast,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6262365-tempted,2009-11-05,Juvenile Fiction,http://books.google.com/books/content?id=KSMHyDXZJeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ivanhoe,Walter Scott,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6440.Ivanhoe,1876,,
Howl and Other Poems,Allen Ginsberg,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,1959,American poetry,
"The High Auction (Wisdom Revolution, #1)",Misba,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60215314-the-high-auction,2021-09-26,Fiction,http://books.google.com/books/content?id=W8pEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Anthem,Ayn Rand,,Unknown,,8.99,,,https://www.goodreads.com/book/show/667.Anthem,2021-07-07,Fiction,http://books.google.com/books/content?id=oEI3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,,Unknown,,8.99,,,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,2000-02-02,Fiction,http://books.google.com/books/content?id=Ba9JP76UxpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,,Unknown,,8.99,,,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,2025-02-01,Young Adult Fiction,http://books.google.com/books/content?id=54IuEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6325285-rubinrot,2025-06-16,Juvenile Fiction,http://books.google.com/books/content?id=oIVLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,2013-09-24,Juvenile Fiction,http://books.google.com/books/content?id=067xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Oldest Dance (Wisdom Revolution, #2)",Misba,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60215458-the-oldest-dance,2021-10-03,Fiction,http://books.google.com/books/content?id=-OfAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,,Unknown,,8.99,,,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,2001-02-06,Fiction,http://books.google.com/books/content?id=TngLKtYiXhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,,Unknown,,8.99,,,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,2002-05-19,Fiction,http://books.google.com/books/content?id=PpEz47zsLEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Princess Academy (Princess Academy, #1)",Shannon Hale,,Unknown,,8.99,,,https://www.goodreads.com/book/show/85990.Princess_Academy,2020-04,,
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,2014-03-13,Fiction,http://books.google.com/books/content?id=A0AXAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Story of My Life,Helen Keller,,Unknown,,8.99,,,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,1903,Biography & Autobiography,http://books.google.com/books/content?id=DZXCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,,Unknown,,8.99,,,https://www.goodreads.com/book/show/2052.The_Big_Sleep,2020-04-03,Fiction,http://books.google.com/books/content?id=ZgfbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mistress Suffragette,Diana   Forbes,,Unknown,,8.99,,,https://www.goodreads.com/book/show/34521870-mistress-suffragette,2017-03-06,Fiction,http://books.google.com/books/content?id=3eC9AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Magic Mountain,Thomas Mann,,Unknown,,8.99,,,https://www.goodreads.com/book/show/88077.The_Magic_Mountain,1995,Fiction,http://books.google.com/books/content?id=tChcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,,Unknown,,8.99,,,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,2015-02-20,Fiction,http://books.google.com/books/content?id=TD-_BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Invention of Hugo Cabret,Brian Selznick,,Unknown,,8.99,,,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,2015-09-15,Juvenile Fiction,http://books.google.com/books/content?id=Ix0oCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Message in a Bottle,Nicholas Sparks,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,2000-09-01,Fiction,http://books.google.com/books/content?id=SquEmRGaluEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
One Day,David Nicholls,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6280118-one-day,2009-07-23,Fiction,http://books.google.com/books/content?id=4y4eVOPOhIIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Antigone (The Theban Plays, #3)",Sophocles,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7728.Antigone,1984-02-07,Drama,http://books.google.com/books/content?id=IeBg8fWUmY4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,,Unknown,,8.99,,,https://www.goodreads.com/book/show/22107214-souls-unfractured,2015-08-10,Cult members,http://books.google.com/books/content?id=H4GpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Fablehaven (Fablehaven, #1)",Brandon Mull,,Unknown,,8.99,,,https://www.goodreads.com/book/show/44652.Fablehaven,2007-04-24,Juvenile Fiction,http://books.google.com/books/content?id=w7FfrQxhnxEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,,Unknown,,8.99,,,https://www.goodreads.com/book/show/140082.Club_Dead,2023-10-01,Fiction,http://books.google.com/books/content?id=cRW6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Walk Two Moons,Sharon Creech,,Unknown,,8.99,,,https://www.goodreads.com/book/show/53496.Walk_Two_Moons,2003-11,Children's literature,http://books.google.com/books/content?id=DlRhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Polymorph,Max Nowaz,,Unknown,,8.99,,,https://www.goodreads.com/book/show/101265124-the-polymorph,,,
"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,,Unknown,,8.99,,,https://www.goodreads.com/book/show/130739876-we-need-to-talk-about-kevin-by-shriver-lionel-harper-perennial-2006,2011,,
Orlando,Virginia Woolf,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18839.Orlando,2018-02-14,Fiction,http://books.google.com/books/content?id=jAJMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,,Unknown,,8.99,,,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,2002,Dallas (Tex.),
The Power of Myth,Joseph Campbell,,Unknown,,8.99,,,https://www.goodreads.com/book/show/35519.The_Power_of_Myth,2011-05-18,Social Science,http://books.google.com/books/content?id=2GOIGuh5GJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
